t, ref_R, ref_th, Rv, thv
0.524750, 0.000000, 0.000000, 0.903225, -6.598886
0.524800, 0.000000, 0.000000, 0.903225, -6.598886
0.524800, 0.000000, 0.000000, 0.898981, -6.572150
0.524850, 0.000000, 0.000000, 0.898981, -6.572150
0.524850, 0.000000, 0.000000, 0.898981, -6.572150
0.524900, 0.000000, 0.000000, 0.898981, -6.572150
0.524900, 0.000000, 0.000000, 0.894722, -6.545961
0.524950, 0.000000, 0.000000, 0.894722, -6.545961
0.524950, 0.000000, 0.000000, 0.894722, -6.545961
0.525000, 0.000000, 0.000000, 0.894722, -6.545961
0.525000, 0.000000, 0.000000, 0.890450, -6.520309
0.525050, 0.000000, 0.000000, 0.890450, -6.520309
0.525050, 0.000000, 0.000000, 0.890450, -6.520309
0.525100, 0.000000, 0.000000, 0.890450, -6.520309
0.525100, 0.000000, 0.000000, 0.886165, -6.495185
0.525150, 0.000000, 0.000000, 0.886165, -6.495185
0.525150, 0.000000, 0.000000, 0.886165, -6.495185
0.525200, 0.000000, 0.000000, 0.886165, -6.495185
0.525200, 0.000000, 0.000000, 0.881867, -6.470580
0.525250, 0.000000, 0.000000, 0.881867, -6.470580
0.525250, 0.000000, 0.000000, 0.881867, -6.470580
0.525300, 0.000000, 0.000000, 0.881867, -6.470580
0.525300, 0.000000, 0.000000, 0.877559, -6.446484
0.525350, 0.000000, 0.000000, 0.877559, -6.446484
0.525350, 0.000000, 0.000000, 0.877559, -6.446484
0.525400, 0.000000, 0.000000, 0.877559, -6.446484
0.525400, 0.000000, 0.000000, 0.873240, -6.422891
0.525450, 0.000000, 0.000000, 0.873240, -6.422891
0.525450, 0.000000, 0.000000, 0.873240, -6.422891
0.525500, 0.000000, 0.000000, 0.873240, -6.422891
0.525500, 0.000000, 0.000000, 0.868913, -6.399790
0.525550, 0.000000, 0.000000, 0.868913, -6.399790
0.525550, 0.000000, 0.000000, 0.868913, -6.399790
0.525600, 0.000000, 0.000000, 0.868913, -6.399790
0.525600, 0.000000, 0.000000, 0.864577, -6.377173
0.525650, 0.000000, 0.000000, 0.864577, -6.377173
0.525650, 0.000000, 0.000000, 0.864577, -6.377173
0.525700, 0.000000, 0.000000, 0.864577, -6.377173
0.525700, 0.000000, 0.000000, 0.860233, -6.355033
0.525750, 0.000000, 0.000000, 0.860233, -6.355033
0.525750, 0.000000, 0.000000, 0.860233, -6.355033
0.525800, 0.000000, 0.000000, 0.860233, -6.355033
0.525800, 0.000000, 0.000000, 0.855883, -6.333361
0.525850, 0.000000, 0.000000, 0.855883, -6.333361
0.525850, 0.000000, 0.000000, 0.855883, -6.333361
0.525900, 0.000000, 0.000000, 0.855883, -6.333361
0.525900, 0.000000, 0.000000, 0.851527, -6.312151
0.525950, 0.000000, 0.000000, 0.851527, -6.312151
0.525950, 0.000000, 0.000000, 0.851527, -6.312151
0.526000, 0.000000, 0.000000, 0.851527, -6.312151
0.526000, 0.000000, 0.000000, 0.847167, -6.291393
0.526050, 0.000000, 0.000000, 0.847167, -6.291393
0.526050, 0.000000, 0.000000, 0.847167, -6.291393
0.526100, 0.000000, 0.000000, 0.847167, -6.291393
0.526100, 0.000000, 0.000000, 0.842803, -6.271082
0.526150, 0.000000, 0.000000, 0.842803, -6.271082
0.526150, 0.000000, 0.000000, 0.842803, -6.271082
0.526200, 0.000000, 0.000000, 0.842803, -6.271082
0.526200, 0.000000, 0.000000, 0.838436, -6.251209
0.526250, 0.000000, 0.000000, 0.838436, -6.251209
0.526250, 0.000000, 0.000000, 0.838436, -6.251209
0.526300, 0.000000, 0.000000, 0.838436, -6.251209
0.526300, 0.000000, 0.000000, 0.834066, -6.231767
0.526350, 0.000000, 0.000000, 0.834066, -6.231767
0.526350, 0.000000, 0.000000, 0.834066, -6.231767
0.526400, 0.000000, 0.000000, 0.834066, -6.231767
0.526400, 0.000000, 0.000000, 0.829696, -6.212751
0.526450, 0.000000, 0.000000, 0.829696, -6.212751
0.526450, 0.000000, 0.000000, 0.829696, -6.212751
0.526500, 0.000000, 0.000000, 0.829696, -6.212751
0.526500, 0.000000, 0.000000, 0.825325, -6.194153
0.526550, 0.000000, 0.000000, 0.825325, -6.194153
0.526550, 0.000000, 0.000000, 0.825325, -6.194153
0.526600, 0.000000, 0.000000, 0.825325, -6.194153
0.526600, 0.000000, 0.000000, 0.820954, -6.175966
0.526650, 0.000000, 0.000000, 0.820954, -6.175966
0.526650, 0.000000, 0.000000, 0.820954, -6.175966
0.526700, 0.000000, 0.000000, 0.820954, -6.175966
0.526700, 0.000000, 0.000000, 0.816585, -6.158184
0.526750, 0.000000, 0.000000, 0.816585, -6.158184
0.526750, 0.000000, 0.000000, 0.816585, -6.158184
0.526800, 0.000000, 0.000000, 0.816585, -6.158184
0.526800, 0.000000, 0.000000, 0.812217, -6.140800
0.526850, 0.000000, 0.000000, 0.812217, -6.140800
0.526850, 0.000000, 0.000000, 0.812217, -6.140800
0.526900, 0.000000, 0.000000, 0.812217, -6.140800
0.526900, 0.000000, 0.000000, 0.807853, -6.123809
0.526950, 0.000000, 0.000000, 0.807853, -6.123809
0.526950, 0.000000, 0.000000, 0.807853, -6.123809
0.527000, 0.000000, 0.000000, 0.807853, -6.123809
0.527000, 0.000000, 0.000000, 0.803492, -6.107205
0.527050, 0.000000, 0.000000, 0.803492, -6.107205
0.527050, 0.000000, 0.000000, 0.803492, -6.107205
0.527100, 0.000000, 0.000000, 0.803492, -6.107205
0.527100, 0.000000, 0.000000, 0.799136, -6.090981
0.527150, 0.000000, 0.000000, 0.799136, -6.090981
0.527150, 0.000000, 0.000000, 0.799136, -6.090981
0.527200, 0.000000, 0.000000, 0.799136, -6.090981
0.527200, 0.000000, 0.000000, 0.794785, -6.075132
0.527250, 0.000000, 0.000000, 0.794785, -6.075132
0.527250, 0.000000, 0.000000, 0.794785, -6.075132
0.527300, 0.000000, 0.000000, 0.794785, -6.075132
0.527300, 0.000000, 0.000000, 0.790439, -6.059652
0.527350, 0.000000, 0.000000, 0.790439, -6.059652
0.527350, 0.000000, 0.000000, 0.790439, -6.059652
0.527400, 0.000000, 0.000000, 0.790439, -6.059652
0.527400, 0.000000, 0.000000, 0.786101, -6.044535
0.527450, 0.000000, 0.000000, 0.786101, -6.044535
0.527450, 0.000000, 0.000000, 0.786101, -6.044535
0.527500, 0.000000, 0.000000, 0.786101, -6.044535
0.527500, 0.000000, 0.000000, 0.781770, -6.029776
0.527550, 0.000000, 0.000000, 0.781770, -6.029776
0.527550, 0.000000, 0.000000, 0.781770, -6.029776
0.527600, 0.000000, 0.000000, 0.781770, -6.029776
0.527600, 0.000000, 0.000000, 0.777447, -6.015369
0.527650, 0.000000, 0.000000, 0.777447, -6.015369
0.527650, 0.000000, 0.000000, 0.777447, -6.015369
0.527700, 0.000000, 0.000000, 0.777447, -6.015369
0.527700, 0.000000, 0.000000, 0.773133, -6.001310
0.527750, 0.000000, 0.000000, 0.773133, -6.001310
0.527750, 0.000000, 0.000000, 0.773133, -6.001310
0.527800, 0.000000, 0.000000, 0.773133, -6.001310
0.527800, 0.000000, 0.000000, 0.768829, -5.987592
0.527850, 0.000000, 0.000000, 0.768829, -5.987592
0.527850, 0.000000, 0.000000, 0.768829, -5.987592
0.527900, 0.000000, 0.000000, 0.768829, -5.987592
0.527900, 0.000000, 0.000000, 0.764535, -5.974211
0.527950, 0.000000, 0.000000, 0.764535, -5.974211
0.527950, 0.000000, 0.000000, 0.764535, -5.974211
0.528000, 0.000000, 0.000000, 0.764535, -5.974211
0.528000, 0.000000, 0.000000, 0.760251, -5.961161
0.528050, 0.000000, 0.000000, 0.760251, -5.961161
0.528050, 0.000000, 0.000000, 0.760251, -5.961161
0.528100, 0.000000, 0.000000, 0.760251, -5.961161
0.528100, 0.000000, 0.000000, 0.755979, -5.948439
0.528150, 0.000000, 0.000000, 0.755979, -5.948439
0.528150, 0.000000, 0.000000, 0.755979, -5.948439
0.528200, 0.000000, 0.000000, 0.755979, -5.948439
0.528200, 0.000000, 0.000000, 0.751720, -5.936038
0.528250, 0.000000, 0.000000, 0.751720, -5.936038
0.528250, 0.000000, 0.000000, 0.751720, -5.936038
0.528300, 0.000000, 0.000000, 0.751720, -5.936038
0.528300, 0.000000, 0.000000, 0.747473, -5.923954
0.528350, 0.000000, 0.000000, 0.747473, -5.923954
0.528350, 0.000000, 0.000000, 0.747473, -5.923954
0.528400, 0.000000, 0.000000, 0.747473, -5.923954
0.528400, 0.000000, 0.000000, 0.743239, -5.912181
0.528450, 0.000000, 0.000000, 0.743239, -5.912181
0.528450, 0.000000, 0.000000, 0.743239, -5.912181
0.528500, 0.000000, 0.000000, 0.743239, -5.912181
0.528500, 0.000000, 0.000000, 0.739019, -5.900716
0.528550, 0.000000, 0.000000, 0.739019, -5.900716
0.528550, 0.000000, 0.000000, 0.739019, -5.900716
0.528600, 0.000000, 0.000000, 0.739019, -5.900716
0.528600, 0.000000, 0.000000, 0.734814, -5.889554
0.528650, 0.000000, 0.000000, 0.734814, -5.889554
0.528650, 0.000000, 0.000000, 0.734814, -5.889554
0.528700, 0.000000, 0.000000, 0.734814, -5.889554
0.528700, 0.000000, 0.000000, 0.730623, -5.878690
0.528750, 0.000000, 0.000000, 0.730623, -5.878690
0.528750, 0.000000, 0.000000, 0.730623, -5.878690
0.528800, 0.000000, 0.000000, 0.730623, -5.878690
0.528800, 0.000000, 0.000000, 0.726448, -5.868119
0.528850, 0.000000, 0.000000, 0.726448, -5.868119
0.528850, 0.000000, 0.000000, 0.726448, -5.868119
0.528900, 0.000000, 0.000000, 0.726448, -5.868119
0.528900, 0.000000, 0.000000, 0.722289, -5.857837
0.528950, 0.000000, 0.000000, 0.722289, -5.857837
0.528950, 0.000000, 0.000000, 0.722289, -5.857837
0.529000, 0.000000, 0.000000, 0.722289, -5.857837
0.529000, 0.000000, 0.000000, 0.718147, -5.847839
0.529050, 0.000000, 0.000000, 0.718147, -5.847839
0.529050, 0.000000, 0.000000, 0.718147, -5.847839
0.529100, 0.000000, 0.000000, 0.718147, -5.847839
0.529100, 0.000000, 0.000000, 0.714021, -5.838121
0.529150, 0.000000, 0.000000, 0.714021, -5.838121
0.529150, 0.000000, 0.000000, 0.714021, -5.838121
0.529200, 0.000000, 0.000000, 0.714021, -5.838121
0.529200, 0.000000, 0.000000, 0.709912, -5.828679
0.529250, 0.000000, 0.000000, 0.709912, -5.828679
0.529250, 0.000000, 0.000000, 0.709912, -5.828679
0.529300, 0.000000, 0.000000, 0.709912, -5.828679
0.529300, 0.000000, 0.000000, 0.705821, -5.819507
0.529350, 0.000000, 0.000000, 0.705821, -5.819507
0.529350, 0.000000, 0.000000, 0.705821, -5.819507
0.529400, 0.000000, 0.000000, 0.705821, -5.819507
0.529400, 0.000000, 0.000000, 0.701749, -5.810603
0.529450, 0.000000, 0.000000, 0.701749, -5.810603
0.529450, 0.000000, 0.000000, 0.701749, -5.810603
0.529500, 0.000000, 0.000000, 0.701749, -5.810603
0.529500, 0.000000, 0.000000, 0.697694, -5.801960
0.529550, 0.000000, 0.000000, 0.697694, -5.801960
0.529550, 0.000000, 0.000000, 0.697694, -5.801960
0.529600, 0.000000, 0.000000, 0.697694, -5.801960
0.529600, 0.000000, 0.000000, 0.693659, -5.793576
0.529650, 0.000000, 0.000000, 0.693659, -5.793576
0.529650, 0.000000, 0.000000, 0.693659, -5.793576
0.529700, 0.000000, 0.000000, 0.693659, -5.793576
0.529700, 0.000000, 0.000000, 0.689642, -5.785445
0.529750, 0.000000, 0.000000, 0.689642, -5.785445
0.529750, 0.000000, 0.000000, 0.689642, -5.785445
0.529800, 0.000000, 0.000000, 0.689642, -5.785445
0.529800, 0.000000, 0.000000, 0.685645, -5.777563
0.529850, 0.000000, 0.000000, 0.685645, -5.777563
0.529850, 0.000000, 0.000000, 0.685645, -5.777563
0.529900, 0.000000, 0.000000, 0.685645, -5.777563
0.529900, 0.000000, 0.000000, 0.681667, -5.769927
0.529950, 0.000000, 0.000000, 0.681667, -5.769927
0.529950, 0.000000, 0.000000, 0.681667, -5.769927
0.530000, 0.000000, 0.000000, 0.681667, -5.769927
0.530000, 0.000000, 0.000000, 0.677709, -5.762531
0.530050, 0.000000, 0.000000, 0.677709, -5.762531
0.530050, 0.000000, 0.000000, 0.677709, -5.762531
0.530100, 0.000000, 0.000000, 0.677709, -5.762531
0.530100, 0.000000, 0.000000, 0.673772, -5.755373
0.530150, 0.000000, 0.000000, 0.673772, -5.755373
0.530150, 0.000000, 0.000000, 0.673772, -5.755373
0.530200, 0.000000, 0.000000, 0.673772, -5.755373
0.530200, 0.000000, 0.000000, 0.669854, -5.748446
0.530250, 0.000000, 0.000000, 0.669854, -5.748446
0.530250, 0.000000, 0.000000, 0.669854, -5.748446
0.530300, 0.000000, 0.000000, 0.669854, -5.748446
0.530300, 0.000000, 0.000000, 0.665957, -5.741748
0.530350, 0.000000, 0.000000, 0.665957, -5.741748
0.530350, 0.000000, 0.000000, 0.665957, -5.741748
0.530400, 0.000000, 0.000000, 0.665957, -5.741748
0.530400, 0.000000, 0.000000, 0.662081, -5.735273
0.530450, 0.000000, 0.000000, 0.662081, -5.735273
0.530450, 0.000000, 0.000000, 0.662081, -5.735273
0.530500, 0.000000, 0.000000, 0.662081, -5.735273
0.530500, 0.000000, 0.000000, 0.658225, -5.729018
0.530550, 0.000000, 0.000000, 0.658225, -5.729018
0.530550, 0.000000, 0.000000, 0.658225, -5.729018
0.530600, 0.000000, 0.000000, 0.658225, -5.729018
0.530600, 0.000000, 0.000000, 0.654390, -5.722978
0.530650, 0.000000, 0.000000, 0.654390, -5.722978
0.530650, 0.000000, 0.000000, 0.654390, -5.722978
0.530700, 0.000000, 0.000000, 0.654390, -5.722978
0.530700, 0.000000, 0.000000, 0.650576, -5.717150
0.530750, 0.000000, 0.000000, 0.650576, -5.717150
0.530750, 0.000000, 0.000000, 0.650576, -5.717150
0.530800, 0.000000, 0.000000, 0.650576, -5.717150
0.530800, 0.000000, 0.000000, 0.646783, -5.711529
0.530850, 0.000000, 0.000000, 0.646783, -5.711529
0.530850, 0.000000, 0.000000, 0.646783, -5.711529
0.530900, 0.000000, 0.000000, 0.646783, -5.711529
0.530900, 0.000000, 0.000000, 0.643011, -5.706110
0.530950, 0.000000, 0.000000, 0.643011, -5.706110
0.530950, 0.000000, 0.000000, 0.643011, -5.706110
0.531000, 0.000000, 0.000000, 0.643011, -5.706110
0.531000, 0.000000, 0.000000, 0.639260, -5.700889
0.531050, 0.000000, 0.000000, 0.639260, -5.700889
0.531050, 0.000000, 0.000000, 0.639260, -5.700889
0.531100, 0.000000, 0.000000, 0.639260, -5.700889
0.531100, 0.000000, 0.000000, 0.635530, -5.695863
0.531150, 0.000000, 0.000000, 0.635530, -5.695863
0.531150, 0.000000, 0.000000, 0.635530, -5.695863
0.531200, 0.000000, 0.000000, 0.635530, -5.695863
0.531200, 0.000000, 0.000000, 0.631821, -5.691026
0.531250, 0.000000, 0.000000, 0.631821, -5.691026
0.531250, 0.000000, 0.000000, 0.631821, -5.691026
0.531300, 0.000000, 0.000000, 0.631821, -5.691026
0.531300, 0.000000, 0.000000, 0.628133, -5.686375
0.531350, 0.000000, 0.000000, 0.628133, -5.686375
0.531350, 0.000000, 0.000000, 0.628133, -5.686375
0.531400, 0.000000, 0.000000, 0.628133, -5.686375
0.531400, 0.000000, 0.000000, 0.624424, -5.681750
0.531450, 0.000000, 0.000000, 0.624424, -5.681750
0.531450, 0.000000, 0.000000, 0.624424, -5.681750
0.531500, 0.000000, 0.000000, 0.624424, -5.681750
0.531500, 0.000000, 0.000000, 0.620534, -5.676519
0.531550, 0.000000, 0.000000, 0.620534, -5.676519
0.531550, 0.000000, 0.000000, 0.620534, -5.676519
0.531600, 0.000000, 0.000000, 0.620534, -5.676519
0.531600, 0.000000, 0.000000, 0.616657, -5.671432
0.531650, 0.000000, 0.000000, 0.616657, -5.671432
0.531650, 0.000000, 0.000000, 0.616657, -5.671432
0.531700, 0.000000, 0.000000, 0.616657, -5.671432
0.531700, 0.000000, 0.000000, 0.617675, -5.687838
0.531750, 0.000000, 0.000000, 0.617675, -5.687838
0.531750, 0.000000, 0.000000, 0.617675, -5.687838
0.531800, 0.000000, 0.000000, 0.617675, -5.687838
0.531800, 0.000000, 0.000000, 0.642676, -5.809294
0.531850, 0.000000, 0.000000, 0.642676, -5.809294
0.531850, 0.000000, 0.000000, 0.642676, -5.809294
0.531900, 0.000000, 0.000000, 0.642676, -5.809294
0.531900, 0.000000, 0.000000, 0.666561, -5.924377
0.531950, 0.000000, 0.000000, 0.666561, -5.924377
0.531950, 0.000000, 0.000000, 0.666561, -5.924377
0.532000, 0.000000, 0.000000, 0.666561, -5.924377
0.532000, 0.000000, 0.000000, 0.689379, -6.033399
0.532050, 0.000000, 0.000000, 0.689379, -6.033399
0.532050, 0.000000, 0.000000, 0.689379, -6.033399
0.532100, 0.000000, 0.000000, 0.689379, -6.033399
0.532100, 0.000000, 0.000000, 0.711177, -6.136652
0.532150, 0.000000, 0.000000, 0.711177, -6.136652
0.532150, 0.000000, 0.000000, 0.711177, -6.136652
0.532200, 0.000000, 0.000000, 0.711177, -6.136652
0.532200, 0.000000, 0.000000, 0.731999, -6.234416
0.532250, 0.000000, 0.000000, 0.731999, -6.234416
0.532250, 0.000000, 0.000000, 0.731999, -6.234416
0.532300, 0.000000, 0.000000, 0.731999, -6.234416
0.532300, 0.000000, 0.000000, 0.751888, -6.326958
0.532350, 0.000000, 0.000000, 0.751888, -6.326958
0.532350, 0.000000, 0.000000, 0.751888, -6.326958
0.532400, 0.000000, 0.000000, 0.751888, -6.326958
0.532400, 0.000000, 0.000000, 0.770883, -6.414529
0.532450, 0.000000, 0.000000, 0.770883, -6.414529
0.532450, 0.000000, 0.000000, 0.770883, -6.414529
0.532500, 0.000000, 0.000000, 0.770883, -6.414529
0.532500, 0.000000, 0.000000, 0.789022, -6.497369
0.532550, 0.000000, 0.000000, 0.789022, -6.497369
0.532550, 0.000000, 0.000000, 0.789022, -6.497369
0.532600, 0.000000, 0.000000, 0.789022, -6.497369
0.532600, 0.000000, 0.000000, 0.806342, -6.575708
0.532650, 0.000000, 0.000000, 0.806342, -6.575708
0.532650, 0.000000, 0.000000, 0.806342, -6.575708
0.532700, 0.000000, 0.000000, 0.806342, -6.575708
0.532700, 0.000000, 0.000000, 0.822877, -6.649761
0.532750, 0.000000, 0.000000, 0.822877, -6.649761
0.532750, 0.000000, 0.000000, 0.822877, -6.649761
0.532800, 0.000000, 0.000000, 0.822877, -6.649761
0.532800, 0.000000, 0.000000, 0.838659, -6.719736
0.532850, 0.000000, 0.000000, 0.838659, -6.719736
0.532850, 0.000000, 0.000000, 0.838659, -6.719736
0.532900, 0.000000, 0.000000, 0.838659, -6.719736
0.532900, 0.000000, 0.000000, 0.853720, -6.785829
0.532950, 0.000000, 0.000000, 0.853720, -6.785829
0.532950, 0.000000, 0.000000, 0.853720, -6.785829
0.533000, 0.000000, 0.000000, 0.853720, -6.785829
0.533000, 0.000000, 0.000000, 0.868088, -6.848227
0.533050, 0.000000, 0.000000, 0.868088, -6.848227
0.533050, 0.000000, 0.000000, 0.868088, -6.848227
0.533100, 0.000000, 0.000000, 0.868088, -6.848227
0.533100, 0.000000, 0.000000, 0.881793, -6.907109
0.533150, 0.000000, 0.000000, 0.881793, -6.907109
0.533150, 0.000000, 0.000000, 0.881793, -6.907109
0.533200, 0.000000, 0.000000, 0.881793, -6.907109
0.533200, 0.000000, 0.000000, 0.894861, -6.962643
0.533250, 0.000000, 0.000000, 0.894861, -6.962643
0.533250, 0.000000, 0.000000, 0.894861, -6.962643
0.533300, 0.000000, 0.000000, 0.894861, -6.962643
0.533300, 0.000000, 0.000000, 0.907317, -7.014991
0.533350, 0.000000, 0.000000, 0.907317, -7.014991
0.533350, 0.000000, 0.000000, 0.907317, -7.014991
0.533400, 0.000000, 0.000000, 0.907317, -7.014991
0.533400, 0.000000, 0.000000, 0.919186, -7.064306
0.533450, 0.000000, 0.000000, 0.919186, -7.064306
0.533450, 0.000000, 0.000000, 0.919186, -7.064306
0.533500, 0.000000, 0.000000, 0.919186, -7.064306
0.533500, 0.000000, 0.000000, 0.930490, -7.110735
0.533550, 0.000000, 0.000000, 0.930490, -7.110735
0.533550, 0.000000, 0.000000, 0.930490, -7.110735
0.533600, 0.000000, 0.000000, 0.930490, -7.110735
0.533600, 0.000000, 0.000000, 0.941253, -7.154418
0.533650, 0.000000, 0.000000, 0.941253, -7.154418
0.533650, 0.000000, 0.000000, 0.941253, -7.154418
0.533700, 0.000000, 0.000000, 0.941253, -7.154418
0.533700, 0.000000, 0.000000, 0.951494, -7.195486
0.533750, 0.000000, 0.000000, 0.951494, -7.195486
0.533750, 0.000000, 0.000000, 0.951494, -7.195486
0.533800, 0.000000, 0.000000, 0.951494, -7.195486
0.533800, 0.000000, 0.000000, 0.961240, -7.234111
0.533850, 0.000000, 0.000000, 0.961240, -7.234111
0.533850, 0.000000, 0.000000, 0.961240, -7.234111
0.533900, 0.000000, 0.000000, 0.961240, -7.234111
0.533900, 0.000000, 0.000000, 0.970526, -7.270587
0.533950, 0.000000, 0.000000, 0.970526, -7.270587
0.533950, 0.000000, 0.000000, 0.970526, -7.270587
0.534000, 0.000000, 0.000000, 0.970526, -7.270587
0.534000, 0.000000, 0.000000, 0.979348, -7.304809
0.534050, 0.000000, 0.000000, 0.979348, -7.304809
0.534050, 0.000000, 0.000000, 0.979348, -7.304809
0.534100, 0.000000, 0.000000, 0.979348, -7.304809
0.534100, 0.000000, 0.000000, 0.987724, -7.336885
0.534150, 0.000000, 0.000000, 0.987724, -7.336885
0.534150, 0.000000, 0.000000, 0.987724, -7.336885
0.534200, 0.000000, 0.000000, 0.987724, -7.336885
0.534200, 0.000000, 0.000000, 0.995670, -7.366920
0.534250, 0.000000, 0.000000, 0.995670, -7.366920
0.534250, 0.000000, 0.000000, 0.995670, -7.366920
0.534300, 0.000000, 0.000000, 0.995670, -7.366920
0.534300, 0.000000, 0.000000, 1.003203, -7.395012
0.534350, 0.000000, 0.000000, 1.003203, -7.395012
0.534350, 0.000000, 0.000000, 1.003203, -7.395012
0.534400, 0.000000, 0.000000, 1.003203, -7.395012
0.534400, 0.000000, 0.000000, 0.998975, -7.372005
0.534450, 0.000000, 0.000000, 0.998975, -7.372005
0.534450, 0.000000, 0.000000, 0.998975, -7.372005
0.534500, 0.000000, 0.000000, 0.998975, -7.372005
0.534500, 0.000000, 0.000000, 0.992478, -7.339668
0.534550, 0.000000, 0.000000, 0.992478, -7.339668
0.534550, 0.000000, 0.000000, 0.992478, -7.339668
0.534600, 0.000000, 0.000000, 0.992478, -7.339668
0.534600, 0.000000, 0.000000, 0.985978, -7.307972
0.534650, 0.000000, 0.000000, 0.985978, -7.307972
0.534650, 0.000000, 0.000000, 0.985978, -7.307972
0.534700, 0.000000, 0.000000, 0.985978, -7.307972
0.534700, 0.000000, 0.000000, 0.979477, -7.276907
0.534750, 0.000000, 0.000000, 0.979477, -7.276907
0.534750, 0.000000, 0.000000, 0.979477, -7.276907
0.534800, 0.000000, 0.000000, 0.979477, -7.276907
0.534800, 0.000000, 0.000000, 0.972976, -7.246461
0.534850, 0.000000, 0.000000, 0.972976, -7.246461
0.534850, 0.000000, 0.000000, 0.972976, -7.246461
0.534900, 0.000000, 0.000000, 0.972976, -7.246461
0.534900, 0.000000, 0.000000, 0.966477, -7.216625
0.534950, 0.000000, 0.000000, 0.966477, -7.216625
0.534950, 0.000000, 0.000000, 0.966477, -7.216625
0.535000, 0.000000, 0.000000, 0.966477, -7.216625
0.535000, 0.000000, 0.000000, 0.959979, -7.187387
0.535050, 0.000000, 0.000000, 0.959979, -7.187387
0.535050, 0.000000, 0.000000, 0.959979, -7.187387
0.535100, 0.000000, 0.000000, 0.959979, -7.187387
0.535100, 0.000000, 0.000000, 0.953485, -7.158738
0.535150, 0.000000, 0.000000, 0.953485, -7.158738
0.535150, 0.000000, 0.000000, 0.953485, -7.158738
0.535200, 0.000000, 0.000000, 0.953485, -7.158738
0.535200, 0.000000, 0.000000, 0.946995, -7.130667
0.535250, 0.000000, 0.000000, 0.946995, -7.130667
0.535250, 0.000000, 0.000000, 0.946995, -7.130667
0.535300, 0.000000, 0.000000, 0.946995, -7.130667
0.535300, 0.000000, 0.000000, 0.940511, -7.103165
0.535350, 0.000000, 0.000000, 0.940511, -7.103165
0.535350, 0.000000, 0.000000, 0.940511, -7.103165
0.535400, 0.000000, 0.000000, 0.940511, -7.103165
0.535400, 0.000000, 0.000000, 0.934032, -7.076222
0.535450, 0.000000, 0.000000, 0.934032, -7.076222
0.535450, 0.000000, 0.000000, 0.934032, -7.076222
0.535500, 0.000000, 0.000000, 0.934032, -7.076222
0.535500, 0.000000, 0.000000, 0.927561, -7.049829
0.535550, 0.000000, 0.000000, 0.927561, -7.049829
0.535550, 0.000000, 0.000000, 0.927561, -7.049829
0.535600, 0.000000, 0.000000, 0.927561, -7.049829
0.535600, 0.000000, 0.000000, 0.921098, -7.023976
0.535650, 0.000000, 0.000000, 0.921098, -7.023976
0.535650, 0.000000, 0.000000, 0.921098, -7.023976
0.535700, 0.000000, 0.000000, 0.921098, -7.023976
0.535700, 0.000000, 0.000000, 0.914644, -6.998654
0.535750, 0.000000, 0.000000, 0.914644, -6.998654
0.535750, 0.000000, 0.000000, 0.914644, -6.998654
0.535800, 0.000000, 0.000000, 0.914644, -6.998654
0.535800, 0.000000, 0.000000, 0.908200, -6.973854
0.535850, 0.000000, 0.000000, 0.908200, -6.973854
0.535850, 0.000000, 0.000000, 0.908200, -6.973854
0.535900, 0.000000, 0.000000, 0.908200, -6.973854
0.535900, 0.000000, 0.000000, 0.901767, -6.949568
0.535950, 0.000000, 0.000000, 0.901767, -6.949568
0.535950, 0.000000, 0.000000, 0.901767, -6.949568
0.536000, 0.000000, 0.000000, 0.901767, -6.949568
0.536000, 0.000000, 0.000000, 0.895346, -6.925786
0.536050, 0.000000, 0.000000, 0.895346, -6.925786
0.536050, 0.000000, 0.000000, 0.895346, -6.925786
0.536100, 0.000000, 0.000000, 0.895346, -6.925786
0.536100, 0.000000, 0.000000, 0.888937, -6.902501
0.536150, 0.000000, 0.000000, 0.888937, -6.902501
0.536150, 0.000000, 0.000000, 0.888937, -6.902501
0.536200, 0.000000, 0.000000, 0.888937, -6.902501
0.536200, 0.000000, 0.000000, 0.882542, -6.879705
0.536250, 0.000000, 0.000000, 0.882542, -6.879705
0.536250, 0.000000, 0.000000, 0.882542, -6.879705
0.536300, 0.000000, 0.000000, 0.882542, -6.879705
0.536300, 0.000000, 0.000000, 0.876161, -6.857388
0.536350, 0.000000, 0.000000, 0.876161, -6.857388
0.536350, 0.000000, 0.000000, 0.876161, -6.857388
0.536400, 0.000000, 0.000000, 0.876161, -6.857388
0.536400, 0.000000, 0.000000, 0.869795, -6.835543
0.536450, 0.000000, 0.000000, 0.869795, -6.835543
0.536450, 0.000000, 0.000000, 0.869795, -6.835543
0.536500, 0.000000, 0.000000, 0.869795, -6.835543
0.536500, 0.000000, 0.000000, 0.863445, -6.814162
0.536550, 0.000000, 0.000000, 0.863445, -6.814162
0.536550, 0.000000, 0.000000, 0.863445, -6.814162
0.536600, 0.000000, 0.000000, 0.863445, -6.814162
0.536600, 0.000000, 0.000000, 0.857111, -6.793238
0.536650, 0.000000, 0.000000, 0.857111, -6.793238
0.536650, 0.000000, 0.000000, 0.857111, -6.793238
0.536700, 0.000000, 0.000000, 0.857111, -6.793238
0.536700, 0.000000, 0.000000, 0.850794, -6.772762
0.536750, 0.000000, 0.000000, 0.850794, -6.772762
0.536750, 0.000000, 0.000000, 0.850794, -6.772762
0.536800, 0.000000, 0.000000, 0.850794, -6.772762
