t, r_des, r_curr,pos_mot, vel_mot, acc_mot, DOB, dist
0.000000, 0.250000 , 0.000000, 0.785398, 0.000000, 0.000000, 0.000000, 0.000000
0.000100, 0.250000 , 0.000000, 0.785398, -0.000000, -0.000004, -87314.396889, -87314.396889
0.000200, 0.250000 , 0.000000, 0.785388, -0.727457, -466.010140, -90032.391621, -90032.391621
0.000300, 0.250000 , 0.000000, 0.785366, -0.138466, 209.825442, -2950.247687, -2950.247687
0.000400, 0.250000 , 0.000000, 0.785339, 0.446701, 450.269437, -397.452269, -397.452269
0.000500, 0.250000 , 0.000000, 0.785309, 1.025339, 532.502832, -331.532397, -331.532397
0.000600, 0.250000 , 0.000000, 0.785275, 1.589189, 552.583658, -333.974489, -333.974489
0.000700, 0.250000 , 0.000000, 0.785236, 2.138326, 550.375705, -335.934674, -335.934674
0.000800, 0.250000 , 0.000000, 0.785194, 2.672927, 540.270697, -336.975211, -336.975211
0.000900, 0.250000 , 0.000000, 0.785147, 3.193249, 527.491180, -337.657496, -337.657496
0.001000, 0.250000 , 0.000000, 0.785096, 3.699547, 513.914711, -338.210490, -338.210490
0.001100, 0.250000 , 0.000000, 0.785039, 4.192076, 500.215443, -338.716508, -338.716508
0.001200, 0.250000 , 0.000000, 0.784979, 4.671092, 486.634711, -339.204326, -339.204326
0.001300, 0.250000 , 0.000000, 0.784913, 5.136845, 473.257944, -339.683416, -339.683416
0.001400, 0.250000 , 0.000000, 0.784842, 5.589585, 460.114414, -340.156331, -340.156331
0.001500, 0.250000 , 0.000000, 0.784765, 6.029561, 447.213323, -340.623162, -340.623162
0.001600, 0.250000 , 0.000000, 0.784684, 6.457017, 434.556629, -341.083147, -341.083147
0.001700, 0.250000 , 0.000000, 0.784596, 6.872196, 422.143666, -341.535241, -341.535241
0.001800, 0.250000 , 0.000000, 0.784503, 7.275341, 409.972786, -341.978332, -341.978332
0.001900, 0.250000 , 0.000000, 0.784405, 7.666689, 398.041964, -342.411310, -342.411310
0.002000, 0.250000 , 0.000000, 0.784300, 8.046478, 386.349008, -342.833092, -342.833092
0.002100, 0.250000 , 0.000000, 0.784189, 8.414942, 374.891638, -343.242637, -343.242637
0.002200, 0.250000 , 0.000000, 0.784072, 8.772312, 363.667517, -343.638942, -343.638942
0.002300, 0.250000 , 0.000000, 0.783948, 9.118819, 352.674263, -344.021047, -344.021047
0.002400, 0.250000 , 0.000000, 0.783818, 9.454689, 341.909448, -344.388034, -344.388034
0.002500, 0.250000 , 0.000000, 0.783682, 9.780146, 331.370329, -344.739015, -344.739015
0.002600, 0.250000 , 0.000000, 0.783538, 10.095413, 321.054610, -345.073147, -345.073147
0.002700, 0.250000 , 0.000000, 0.783388, 10.400710, 310.959851, -345.389631, -345.389631
0.002800, 0.250000 , 0.000000, 0.783231, 10.696252, 301.083538, -345.687710, -345.687710
0.002900, 0.250000 , 0.000000, 0.783067, 10.982256, 291.423104, -345.966666, -345.966666
0.003000, 0.250000 , 0.000000, 0.782895, 11.258932, 281.975947, -346.225821, -346.225821
0.003100, 0.250000 , 0.000000, 0.782716, 11.526489, 272.739435, -346.464533, -346.464533
0.003200, 0.250000 , 0.000000, 0.782530, 11.785135, 263.710916, -346.682196, -346.682196
0.003300, 0.250000 , 0.000000, 0.782336, 12.035072, 254.887716, -346.878239, -346.878239
0.003400, 0.250000 , 0.000000, 0.782135, 12.276503, 246.267141, -347.052129, -347.052129
0.003500, 0.250000 , 0.000000, 0.781926, 12.509625, 237.846484, -347.203366, -347.203366
0.003600, 0.250000 , 0.000000, 0.781709, 12.734634, 229.623021, -347.331483, -347.331483
0.003700, 0.250000 , 0.000000, 0.781485, 12.951724, 221.594015, -347.436048, -347.436048
0.003800, 0.250000 , 0.000000, 0.781252, 13.161084, 213.756719, -347.516659, -347.516659
0.003900, 0.250000 , 0.000000, 0.781011, 13.362901, 206.108376, -347.572947, -347.572947
0.004000, 0.250000 , 0.000000, 0.780762, 13.557361, 198.646220, -347.604573, -347.604573
0.004100, 0.250000 , 0.000000, 0.780505, 13.744645, 191.367480, -347.611230, -347.611230
0.004200, 0.250000 , 0.000000, 0.780240, 13.924932, 184.269379, -347.592637, -347.592637
0.004300, 0.250000 , 0.000000, 0.779966, 14.098398, 177.349138, -347.548545, -347.548545
0.004400, 0.250000 , 0.000000, 0.779684, 14.265218, 170.603974, -347.478729, -347.478729
0.004500, 0.250000 , 0.000000, 0.779394, 14.425562, 164.031104, -347.382995, -347.382995
0.004600, 0.250000 , 0.000000, 0.779095, 14.579597, 157.627749, -347.261172, -347.261172
0.004700, 0.250000 , 0.000000, 0.778788, 14.727489, 151.391127, -347.113116, -347.113116
0.004800, 0.250000 , 0.000000, 0.778471, 14.869401, 145.318465, -346.938707, -346.938707
0.004900, 0.250000 , 0.000000, 0.778147, 15.005491, 139.406990, -346.737851, -346.737851
0.005000, 0.250000 , 0.000000, 0.777813, 15.135917, 133.653938, -346.510474, -346.510474
0.005100, 0.250000 , 0.000000, 0.777471, 15.260834, 128.056558, -346.256528, -346.256528
0.005200, 0.250000 , 0.000000, 0.777120, 15.380391, 122.612147, -345.975985, -345.975985
0.005300, 0.250000 , 0.000000, 0.776760, 15.494739, 117.317928, -345.668841, -345.668841
0.005400, 0.250000 , 0.000000, 0.776392, 15.604023, 112.171158, -345.335108, -345.335108
0.005500, 0.250000 , 0.000000, 0.776014, 15.708385, 107.169114, -344.974817, -344.974817
0.005600, 0.250000 , 0.000000, 0.775628, 15.807968, 102.309091, -344.588023, -344.588023
0.005700, 0.250000 , 0.000000, 0.775232, 15.902908, 97.588398, -344.174796, -344.174796
0.005800, 0.250000 , 0.000000, 0.774828, 15.993340, 93.004359, -343.735224, -343.735224
0.005900, 0.250000 , 0.000000, 0.774415, 16.079398, 88.554315, -343.269413, -343.269413
0.006000, 0.250000 , 0.000000, 0.773993, 16.161211, 84.235622, -342.777486, -342.777486
0.006100, 0.250000 , 0.000000, 0.773562, 16.238906, 80.045654, -342.259580, -342.259580
0.006200, 0.250000 , 0.000000, 0.773122, 16.312607, 75.981805, -341.715849, -341.715849
0.006300, 0.250000 , 0.000000, 0.772674, 16.382438, 72.041486, -341.146460, -341.146460
0.006400, 0.250000 , 0.000000, 0.772216, 16.448518, 68.222129, -340.551595, -340.551595
0.006500, 0.250000 , 0.000000, 0.771749, 16.510963, 64.521184, -339.931449, -339.931449
0.006600, 0.250000 , 0.000000, 0.771274, 16.569887, 60.936126, -339.286230, -339.286230
0.006700, 0.250000 , 0.000000, 0.770789, 16.625404, 57.464449, -338.616157, -338.616157
0.006800, 0.250000 , 0.000000, 0.770296, 16.677622, 54.103670, -337.921463, -337.921463
0.006900, 0.250000 , 0.000000, 0.769794, 16.726649, 50.851332, -337.202389, -337.202389
0.007000, 0.250000 , 0.000000, 0.769283, 16.772589, 47.704997, -336.459190, -336.459190
0.007100, 0.250000 , 0.000000, 0.768763, 16.815544, 44.662254, -335.692129, -335.692129
0.007200, 0.250000 , 0.000000, 0.768234, 16.855614, 41.720717, -334.901478, -334.901478
0.007300, 0.250000 , 0.000000, 0.767697, 16.892897, 38.878025, -334.087519, -334.087519
0.007400, 0.250000 , 0.000000, 0.767151, 16.927489, 36.131841, -333.250543, -333.250543
0.007500, 0.250000 , 0.000000, 0.766596, 16.959481, 33.479857, -332.390849, -332.390849
0.007600, 0.250000 , 0.000000, 0.766033, 16.988964, 30.919789, -331.508741, -331.508741
0.007700, 0.250000 , 0.000000, 0.765461, 17.016027, 28.449381, -330.604534, -330.604534
0.007800, 0.250000 , 0.000000, 0.764880, 17.040757, 26.066405, -329.678548, -329.678548
0.007900, 0.250000 , 0.000000, 0.764291, 17.063236, 23.768660, -328.731108, -328.731108
0.008000, 0.250000 , 0.000000, 0.763694, 17.083548, 21.553972, -327.762546, -327.762546
0.008100, 0.250000 , 0.000000, 0.763088, 17.101771, 19.420197, -326.773200, -326.773200
0.008200, 0.250000 , 0.000000, 0.762474, 17.117983, 17.365219, -325.763412, -325.763412
0.008300, 0.250000 , 0.000000, 0.761852, 17.132260, 15.386949, -324.733530, -324.733530
0.008400, 0.250000 , 0.000000, 0.761221, 17.144676, 13.483330, -323.683904, -323.683904
0.008500, 0.250000 , 0.000000, 0.760582, 17.155301, 11.652332, -322.614890, -322.614890
0.008600, 0.250000 , 0.000000, 0.759936, 17.164205, 9.891955, -321.526847, -321.526847
0.008700, 0.250000 , 0.000000, 0.759281, 17.171456, 8.200229, -320.420135, -320.420135
0.008800, 0.250000 , 0.000000, 0.758618, 17.177120, 6.575211, -319.295121, -319.295121
0.008900, 0.250000 , 0.000000, 0.757947, 17.181259, 5.014992, -318.152171, -318.152171
0.009000, 0.250000 , 0.000000, 0.757269, 17.183937, 3.517690, -316.991655, -316.991655
0.009100, 0.250000 , 0.000000, 0.756583, 17.185213, 2.081453, -315.813943, -315.813943
0.009200, 0.250000 , 0.000000, 0.755889, 17.185145, 0.704460, -314.619410, -314.619410
0.009300, 0.250000 , 0.000000, 0.755187, 17.183789, -0.615080, -313.408428, -313.408428
0.009400, 0.250000 , 0.000000, 0.754478, 17.181201, -1.878930, -312.181374, -312.181374
0.009500, 0.250000 , 0.000000, 0.753762, 17.177434, -3.088819, -310.938624, -310.938624
0.009600, 0.250000 , 0.000000, 0.753038, 17.172538, -4.246424, -309.680554, -309.680554
0.009700, 0.250000 , 0.000000, 0.752308, 17.166563, -5.353420, -308.407542, -308.407542
0.009800, 0.250000 , 0.000000, 0.751570, 17.159558, -6.411461, -307.119964, -307.119964
0.009900, 0.250000 , 0.000000, 0.750825, 17.151569, -7.422166, -305.818197, -305.818197
0.010000, 0.250000 , 0.000000, 0.750073, 17.142641, -8.387117, -304.502616, -304.502616
0.010100, 0.250000 , 0.000000, 0.749314, 17.132816, -9.307867, -303.173596, -303.173596
0.010200, 0.250000 , 0.000000, 0.748548, 17.122138, -10.185938, -301.831513, -301.831513
0.010300, 0.250000 , 0.000000, 0.747776, 17.110645, -11.022823, -300.476738, -300.476738
0.010400, 0.250000 , 0.000000, 0.746997, 17.098378, -11.819984, -299.109646, -299.109646
0.010500, 0.250000 , 0.000000, 0.746211, 17.085373, -12.578855, -297.730605, -297.730605
0.010600, 0.250000 , 0.000000, 0.745419, 17.071668, -13.300841, -296.339985, -296.339985
0.010700, 0.250000 , 0.000000, 0.744621, 17.057295, -13.987316, -294.938152, -294.938152
0.010800, 0.250000 , 0.000000, 0.743817, 17.042289, -14.639628, -293.525473, -293.525473
0.010900, 0.250000 , 0.000000, 0.743006, 17.026683, -15.259093, -292.102310, -292.102310
0.011000, 0.250000 , 0.000000, 0.742190, 17.010506, -15.847001, -290.669024, -290.669024
0.011100, 0.250000 , 0.000000, 0.741368, 16.993789, -16.404613, -289.225973, -289.225973
0.011200, 0.250000 , 0.000000, 0.740540, 16.976559, -16.933160, -287.773512, -287.773512
0.011300, 0.250000 , 0.000000, 0.739706, 16.958844, -17.433849, -286.311994, -286.311994
0.011400, 0.250000 , 0.000000, 0.738867, 16.940670, -17.907855, -284.841770, -284.841770
0.011500, 0.250000 , 0.000000, 0.738022, 16.922062, -18.356329, -283.363187, -283.363187
0.011600, 0.250000 , 0.000000, 0.737172, 16.903044, -18.780391, -281.876588, -281.876588
0.011700, 0.250000 , 0.000000, 0.736316, 16.883638, -19.181138, -280.382315, -280.382315
0.011800, 0.250000 , 0.000000, 0.735456, 16.863866, -19.559638, -278.880704, -278.880704
0.011900, 0.250000 , 0.000000, 0.734590, 16.843749, -19.916933, -277.372091, -277.372091
0.012000, 0.250000 , 0.000000, 0.733719, 16.823306, -20.254038, -275.856806, -275.856806
0.012100, 0.250000 , 0.000000, 0.732844, 16.802555, -20.571943, -274.335176, -274.335176
0.012200, 0.250000 , 0.000000, 0.731964, 16.781516, -20.871611, -272.807524, -272.807524
0.012300, 0.250000 , 0.000000, 0.731079, 16.760203, -21.153982, -271.274171, -271.274171
0.012400, 0.250000 , 0.000000, 0.730190, 16.738634, -21.419968, -269.735432, -269.735432
0.012500, 0.250000 , 0.000000, 0.729296, 16.716823, -21.670458, -268.191619, -268.191619
0.012600, 0.250000 , 0.000000, 0.728399, 16.694784, -21.906316, -266.643041, -266.643041
0.012700, 0.250000 , 0.000000, 0.727497, 16.672531, -22.128382, -265.090002, -265.090002
0.012800, 0.250000 , 0.000000, 0.726591, 16.650077, -22.337470, -263.532802, -263.532802
0.012900, 0.250000 , 0.000000, 0.725681, 16.627432, -22.534372, -261.971737, -261.971737
0.013000, 0.250000 , 0.000000, 0.724767, 16.604608, -22.719858, -260.407099, -260.407099
0.013100, 0.250000 , 0.000000, 0.723849, 16.581615, -22.894673, -258.839176, -258.839176
0.013200, 0.250000 , 0.000000, 0.722928, 16.558463, -23.059539, -257.268251, -257.268251
0.013300, 0.250000 , 0.000000, 0.722004, 16.535161, -23.215157, -255.694605, -255.694605
0.013400, 0.250000 , 0.000000, 0.721076, 16.511716, -23.362205, -254.118512, -254.118512
0.013500, 0.250000 , 0.000000, 0.720144, 16.488136, -23.501339, -252.540243, -252.540243
0.013600, 0.250000 , 0.000000, 0.719210, 16.464429, -23.633194, -250.960064, -250.960064
0.013700, 0.250000 , 0.000000, 0.718272, 16.440601, -23.758384, -249.378237, -249.378237
0.013800, 0.250000 , 0.000000, 0.717332, 16.416656, -23.877497, -247.795022, -247.795022
0.013900, 0.250000 , 0.000000, 0.716389, 16.392602, -23.991102, -246.210673, -246.210673
0.014000, 0.250000 , 0.000000, 0.715443, 16.368441, -24.099759, -244.625437, -244.625437
0.014100, 0.250000 , 0.000000, 0.714494, 16.344178, -24.203999, -243.039561, -243.039561
0.014200, 0.250000 , 0.000000, 0.713543, 16.319818, -24.304338, -241.453282, -241.453282
0.014300, 0.250000 , 0.000000, 0.712589, 16.295362, -24.401269, -239.866837, -239.866837
0.014400, 0.250000 , 0.000000, 0.711633, 16.270814, -24.495267, -238.280458, -238.280458
0.014500, 0.250000 , 0.000000, 0.710675, 16.246176, -24.586789, -236.694371, -236.694371
0.014600, 0.250000 , 0.000000, 0.709715, 16.221449, -24.676273, -235.108800, -235.108800
0.014700, 0.250000 , 0.000000, 0.708753, 16.196636, -24.764138, -233.523962, -233.523962
0.014800, 0.250000 , 0.000000, 0.707789, 16.171737, -24.850789, -231.940072, -231.940072
0.014900, 0.250000 , 0.000000, 0.706823, 16.146752, -24.936609, -230.357339, -230.357339
0.015000, 0.250000 , 0.000000, 0.705856, 16.121682, -25.021969, -228.775969, -228.775969
0.015100, 0.250000 , 0.000000, 0.704887, 16.096527, -25.107220, -227.196163, -227.196163
0.015200, 0.250000 , 0.000000, 0.703916, 16.071286, -25.192699, -225.618116, -225.618116
0.015300, 0.250000 , 0.000000, 0.702944, 16.045959, -25.278724, -224.042023, -224.042023
0.015400, 0.250000 , 0.000000, 0.701971, 16.020545, -25.365602, -222.468071, -222.468071
0.015500, 0.250000 , 0.000000, 0.700997, 15.995042, -25.453621, -220.896443, -220.896443
0.015600, 0.250000 , 0.000000, 0.700021, 15.969449, -25.543056, -219.327321, -219.327321
0.015700, 0.250000 , 0.000000, 0.699045, 15.943763, -25.634166, -217.760878, -217.760878
0.015800, 0.250000 , 0.000000, 0.698068, 15.917984, -25.727197, -216.197287, -216.197287
0.015900, 0.250000 , 0.000000, 0.697090, 15.892108, -25.822381, -214.636715, -214.636715
0.016000, 0.250000 , 0.000000, 0.696111, 15.866134, -25.919936, -213.079325, -213.079325
0.016100, 0.250000 , 0.000000, 0.695132, 15.840057, -26.020066, -211.525276, -211.525276
0.016200, 0.250000 , 0.000000, 0.694153, 15.813877, -26.122963, -209.974724, -209.974724
0.016300, 0.250000 , 0.000000, 0.693173, 15.787588, -26.228807, -208.427819, -208.427819
0.016400, 0.250000 , 0.000000, 0.692192, 15.761190, -26.337764, -206.884709, -206.884709
0.016500, 0.250000 , 0.000000, 0.691212, 15.734677, -26.449988, -205.345537, -205.345537
0.016600, 0.250000 , 0.000000, 0.690231, 15.708046, -26.565622, -203.810443, -203.810443
0.016700, 0.250000 , 0.000000, 0.689250, 15.681294, -26.684799, -202.279562, -202.279562
0.016800, 0.250000 , 0.000000, 0.688270, 15.654418, -26.807637, -200.753025, -200.753025
0.016900, 0.250000 , 0.000000, 0.687289, 15.627413, -26.934246, -199.230962, -199.230962
0.017000, 0.250000 , 0.000000, 0.686309, 15.600275, -27.064726, -197.713497, -197.713497
0.017100, 0.250000 , 0.000000, 0.685329, 15.573000, -27.199164, -196.200750, -196.200750
0.017200, 0.250000 , 0.000000, 0.684349, 15.545585, -27.337640, -194.692838, -194.692838
0.017300, 0.250000 , 0.000000, 0.683370, 15.518025, -27.480221, -193.189875, -193.189875
0.017400, 0.250000 , 0.000000, 0.682392, 15.490315, -27.626967, -191.691971, -191.691971
0.017500, 0.250000 , 0.000000, 0.681414, 15.462453, -27.777929, -190.199232, -190.199232
0.017600, 0.250000 , 0.000000, 0.680437, 15.434432, -27.933148, -188.711763, -188.711763
0.017700, 0.250000 , 0.000000, 0.679461, 15.406250, -28.092656, -187.229661, -187.229661
0.017800, 0.250000 , 0.000000, 0.678485, 15.377902, -28.256479, -185.753025, -185.753025
0.017900, 0.250000 , 0.000000, 0.677511, 15.349383, -28.424632, -184.281947, -184.281947
0.018000, 0.250000 , 0.000000, 0.676538, 15.320689, -28.597124, -182.816517, -182.816517
0.018100, 0.250000 , 0.000000, 0.675565, 15.291816, -28.773956, -181.356822, -181.356822
0.018200, 0.250000 , 0.000000, 0.674594, 15.262762, -28.953451, -179.902995, -179.902995
0.018300, 0.250000 , 0.000000, 0.673625, 15.233546, -29.121615, -178.455585, -178.455585
0.018400, 0.250000 , 0.000000, 0.672656, 15.204163, -29.288964, -177.014678, -177.014678
0.018500, 0.250000 , 0.000000, 0.671689, 15.174608, -29.459081, -175.579730, -175.579730
0.018600, 0.250000 , 0.000000, 0.670724, 15.144878, -29.633085, -174.150563, -174.150563
0.018700, 0.250000 , 0.000000, 0.669760, 15.114961, -29.814998, -172.727044, -172.727044
0.018800, 0.250000 , 0.000000, 0.668797, 15.084833, -30.014964, -171.308795, -171.308795
0.018900, 0.250000 , 0.000000, 0.667836, 15.054493, -30.223734, -169.895972, -169.895972
0.019000, 0.250000 , 0.000000, 0.666877, 15.023934, -30.438104, -168.489199, -168.489199
0.019100, 0.250000 , 0.000000, 0.665920, 14.993154, -30.656990, -167.088758, -167.088758
0.019200, 0.250000 , 0.000000, 0.664965, 14.962149, -30.879967, -165.694758, -165.694758
0.019300, 0.250000 , 0.000000, 0.664011, 14.930915, -31.106837, -164.307272, -164.307272
0.019400, 0.250000 , 0.000000, 0.663060, 14.899448, -31.337483, -162.926356, -162.926356
0.019500, 0.250000 , 0.000000, 0.662110, 14.867745, -31.571811, -161.552061, -161.552061
0.019600, 0.250000 , 0.000000, 0.661163, 14.835802, -31.809735, -160.184435, -160.184435
0.019700, 0.250000 , 0.000000, 0.660218, 14.803615, -32.051168, -158.823519, -158.823519
0.019800, 0.250000 , 0.000000, 0.659275, 14.771182, -32.296022, -157.469358, -157.469358
0.019900, 0.250000 , 0.000000, 0.658334, 14.738498, -32.544205, -156.121988, -156.121988
0.020000, 0.250000 , 0.000000, 0.657396, 14.705562, -32.795544, -154.781449, -154.781449
0.020100, 0.250000 , 0.000000, 0.656460, 14.672369, -33.049850, -153.447778, -153.447778
0.020200, 0.250000 , 0.000000, 0.655527, 14.638918, -33.307134, -152.121006, -152.121006
0.020300, 0.250000 , 0.000000, 0.654596, 14.605205, -33.567330, -150.801155, -150.801155
0.020400, 0.250000 , 0.000000, 0.653667, 14.571227, -33.830345, -149.488254, -149.488254
0.020500, 0.250000 , 0.000000, 0.652741, 14.536981, -34.096073, -148.182326, -148.182326
0.020600, 0.250000 , 0.000000, 0.651818, 14.502467, -34.364406, -146.883397, -146.883397
0.020700, 0.250000 , 0.000000, 0.650897, 14.467679, -34.635231, -145.591488, -145.591488
0.020800, 0.250000 , 0.000000, 0.649980, 14.432618, -34.908432, -144.306620, -144.306620
0.020900, 0.250000 , 0.000000, 0.649065, 14.397279, -35.183893, -143.028812, -143.028812
0.021000, 0.250000 , 0.000000, 0.648152, 14.361662, -35.461488, -141.758080, -141.758080
0.021100, 0.250000 , 0.000000, 0.647243, 14.325764, -35.741099, -140.494440, -140.494440
0.021200, 0.250000 , 0.000000, 0.646337, 14.289583, -36.022608, -139.237905, -139.237905
0.021300, 0.250000 , 0.000000, 0.645433, 14.253119, -36.305895, -137.988486, -137.988486
0.021400, 0.250000 , 0.000000, 0.644533, 14.216368, -36.590837, -136.746193, -136.746193
0.021500, 0.250000 , 0.000000, 0.643635, 14.179330, -36.877311, -135.511036, -135.511036
0.021600, 0.250000 , 0.000000, 0.642741, 14.142003, -37.165190, -134.283020, -134.283020
0.021700, 0.250000 , 0.000000, 0.641850, 14.104387, -37.454350, -133.062151, -133.062151
0.021800, 0.250000 , 0.000000, 0.640961, 14.066479, -37.744665, -131.848434, -131.848434
0.021900, 0.250000 , 0.000000, 0.640076, 14.028280, -38.036008, -130.641871, -130.641871
0.022000, 0.250000 , 0.000000, 0.639195, 13.989787, -38.328252, -129.442463, -129.442463
0.022100, 0.250000 , 0.000000, 0.638316, 13.951002, -38.621114, -128.250215, -128.250215
0.022200, 0.250000 , 0.000000, 0.637441, 13.911923, -38.914499, -127.065127, -127.065127
0.022300, 0.250000 , 0.000000, 0.636569, 13.872550, -39.208366, -125.887194, -125.887194
0.022400, 0.250000 , 0.000000, 0.635701, 13.832882, -39.502617, -124.716410, -124.716410
0.022500, 0.250000 , 0.000000, 0.634836, 13.792920, -39.797137, -123.552767, -123.552767
0.022600, 0.250000 , 0.000000, 0.633974, 13.752662, -40.091805, -122.396261, -122.396261
0.022700, 0.250000 , 0.000000, 0.633116, 13.712111, -40.386496, -121.246882, -121.246882
0.022800, 0.250000 , 0.000000, 0.632261, 13.671264, -40.681086, -120.104624, -120.104624
0.022900, 0.250000 , 0.000000, 0.631410, 13.630124, -40.975451, -118.969476, -118.969476
0.023000, 0.250000 , 0.000000, 0.630562, 13.588689, -41.269468, -117.841429, -117.841429
0.023100, 0.250000 , 0.000000, 0.629717, 13.546962, -41.563013, -116.720471, -116.720471
0.023200, 0.250000 , 0.000000, 0.628877, 13.504941, -41.855966, -115.606590, -115.606590
0.023300, 0.250000 , 0.000000, 0.628040, 13.462629, -42.148205, -114.499773, -114.499773
0.023400, 0.250000 , 0.000000, 0.627206, 13.420026, -42.439612, -113.400006, -113.400006
0.023500, 0.250000 , 0.000000, 0.626376, 13.377133, -42.730067, -112.307275, -112.307275
0.023600, 0.250000 , 0.000000, 0.625550, 13.333951, -43.019454, -111.221563, -111.221563
0.023700, 0.250000 , 0.000000, 0.624728, 13.290482, -43.307658, -110.142858, -110.142858
0.023800, 0.250000 , 0.000000, 0.623909, 13.246726, -43.594574, -109.071167, -109.071167
0.023900, 0.250000 , 0.000000, 0.623094, 13.202686, -43.880083, -108.006480, -108.006480
0.024000, 0.250000 , 0.000000, 0.622282, 13.158363, -44.164072, -106.948758, -106.948758
0.024100, 0.250000 , 0.000000, 0.621475, 13.113758, -44.446432, -105.897973, -105.897973
0.024200, 0.250000 , 0.000000, 0.620671, 13.068873, -44.727053, -104.854104, -104.854104
0.024300, 0.250000 , 0.000000, 0.619871, 13.023711, -45.005872, -103.817130, -103.817130
0.024400, 0.250000 , 0.000000, 0.619074, 12.978273, -45.282851, -102.787030, -102.787030
0.024500, 0.250000 , 0.000000, 0.618282, 12.932561, -45.557812, -101.763786, -101.763786
0.024600, 0.250000 , 0.000000, 0.617493, 12.886577, -45.830631, -100.747376, -100.747376
0.024700, 0.250000 , 0.000000, 0.616709, 12.840324, -46.101200, -99.737776, -99.737776
0.024800, 0.250000 , 0.000000, 0.615928, 12.793804, -46.369419, -98.734965, -98.734965
0.024900, 0.250000 , 0.000000, 0.615151, 12.747020, -46.635190, -97.738917, -97.738917
0.025000, 0.250000 , 0.000000, 0.614377, 12.699974, -46.898419, -96.749609, -96.749609
0.025100, 0.250000 , 0.000000, 0.613608, 12.652668, -47.159013, -95.767017, -95.767017
0.025200, 0.250000 , 0.000000, 0.612843, 12.605107, -47.416882, -94.791116, -94.791116
0.025300, 0.250000 , 0.000000, 0.612081, 12.557292, -47.671938, -93.821881, -93.821881
0.025400, 0.250000 , 0.000000, 0.611323, 12.509226, -47.924093, -92.859286, -92.859286
0.025500, 0.250000 , 0.000000, 0.610570, 12.460913, -48.173264, -91.903306, -91.903306
0.025600, 0.250000 , 0.000000, 0.609820, 12.412356, -48.419368, -90.953914, -90.953914
0.025700, 0.250000 , 0.000000, 0.609074, 12.363557, -48.662326, -90.011084, -90.011084
0.025800, 0.250000 , 0.000000, 0.608332, 12.314521, -48.902058, -89.074789, -89.074789
0.025900, 0.250000 , 0.000000, 0.607594, 12.265249, -49.138489, -88.145002, -88.145002
0.026000, 0.250000 , 0.000000, 0.606860, 12.215747, -49.371545, -87.221695, -87.221695
0.026100, 0.250000 , 0.000000, 0.606130, 12.166017, -49.601155, -86.304842, -86.304842
0.026200, 0.250000 , 0.000000, 0.605404, 12.116063, -49.827248, -85.394414, -85.394414
0.026300, 0.250000 , 0.000000, 0.604682, 12.065889, -50.049757, -84.490384, -84.490384
0.026400, 0.250000 , 0.000000, 0.603964, 12.015497, -50.268617, -83.592724, -83.592724
0.026500, 0.250000 , 0.000000, 0.603249, 11.964893, -50.483766, -82.701404, -82.701404
0.026600, 0.250000 , 0.000000, 0.602539, 11.914079, -50.695141, -81.816397, -81.816397
0.026700, 0.250000 , 0.000000, 0.601833, 11.863060, -50.902668, -80.937675, -80.937675
0.026800, 0.250000 , 0.000000, 0.601131, 11.811839, -51.106246, -80.065208, -80.065208
0.026900, 0.250000 , 0.000000, 0.600432, 11.760421, -51.305859, -79.198970, -79.198970
0.027000, 0.250000 , 0.000000, 0.599738, 11.708810, -51.501472, -78.338929, -78.338929
0.027100, 0.250000 , 0.000000, 0.599048, 11.657010, -51.693040, -77.485057, -77.485057
0.027200, 0.250000 , 0.000000, 0.598361, 11.605024, -51.880517, -76.637323, -76.637323
0.027300, 0.250000 , 0.000000, 0.597679, 11.552857, -52.063857, -75.795700, -75.795700
0.027400, 0.250000 , 0.000000, 0.597000, 11.500513, -52.243221, -74.960156, -74.960156
0.027500, 0.250000 , 0.000000, 0.596326, 11.447997, -52.418502, -74.130662, -74.130662
0.027600, 0.250000 , 0.000000, 0.595655, 11.395311, -52.589565, -73.307191, -73.307191
0.027700, 0.250000 , 0.000000, 0.594989, 11.342461, -52.756338, -72.489713, -72.489713
0.027800, 0.250000 , 0.000000, 0.594326, 11.289451, -52.918775, -71.678201, -71.678201
0.027900, 0.250000 , 0.000000, 0.593667, 11.236286, -53.076838, -70.872625, -70.872625
0.028000, 0.250000 , 0.000000, 0.593013, 11.182969, -53.230494, -70.072955, -70.072955
0.028100, 0.250000 , 0.000000, 0.592362, 11.129506, -53.379714, -69.279162, -69.279162
0.028200, 0.250000 , 0.000000, 0.591715, 11.075900, -53.524470, -68.491216, -68.491216
0.028300, 0.250000 , 0.000000, 0.591072, 11.022157, -53.664738, -67.709088, -67.709088
0.028400, 0.250000 , 0.000000, 0.590433, 10.968280, -53.800495, -66.932749, -66.932749
0.028500, 0.250000 , 0.000000, 0.589798, 10.914275, -53.931719, -66.162168, -66.162168
0.028600, 0.250000 , 0.000000, 0.589167, 10.860145, -54.058392, -65.397317, -65.397317
0.028700, 0.250000 , 0.000000, 0.588540, 10.805896, -54.180496, -64.638166, -64.638166
0.028800, 0.250000 , 0.000000, 0.587916, 10.751532, -54.298017, -63.884687, -63.884687
0.028900, 0.250000 , 0.000000, 0.587297, 10.697058, -54.410941, -63.136849, -63.136849
