t,touch_FL, touch_FR, touch_RL, touch_RR
1.232500, 97.132382, 96.482873, 112.373491, 112.310266 
1.235000, 97.132376, 96.482872, 112.373494, 112.310267 
1.237500, 97.132371, 96.482870, 112.373497, 112.310267 
1.240000, 97.132365, 96.482868, 112.373499, 112.310268 
1.242500, 97.132359, 96.482866, 112.373502, 112.310269 
1.245000, 97.132353, 96.482864, 112.373505, 112.310270 
1.247500, 97.132348, 96.482862, 112.373508, 112.310270 
1.250000, 97.132342, 96.482860, 112.373511, 112.310271 
1.252500, 97.132336, 96.482859, 112.373513, 112.310272 
1.255000, 97.132330, 96.482857, 112.373516, 112.310273 
1.257500, 97.132325, 96.482855, 112.373519, 112.310274 
1.260000, 97.132319, 96.482853, 112.373522, 112.310275 
1.262500, 97.132313, 96.482851, 112.373525, 112.310276 
1.265000, 97.132308, 96.482850, 112.373528, 112.310277 
1.267500, 97.132302, 96.482848, 112.373531, 112.310278 
1.270000, 97.132296, 96.482846, 112.373534, 112.310279 
1.272500, 97.132291, 96.482844, 112.373536, 112.310280 
1.275000, 97.132285, 96.482843, 112.373539, 112.310281 
1.277500, 97.132279, 96.482841, 112.373542, 112.310282 
1.280000, 97.132274, 96.482839, 112.373545, 112.310283 
1.282500, 97.132268, 96.482838, 112.373548, 112.310284 
1.285000, 97.132263, 96.482836, 112.373551, 112.310285 
1.287500, 97.132257, 96.482834, 112.373554, 112.310286 
1.290000, 97.132251, 96.482833, 112.373557, 112.310287 
1.292500, 97.132246, 96.482831, 112.373560, 112.310288 
1.295000, 97.132240, 96.482829, 112.373563, 112.310290 
1.297500, 97.132234, 96.482828, 112.373566, 112.310291 
1.300000, 97.132229, 96.482826, 112.373570, 112.310292 
1.302500, 97.132223, 96.482824, 112.373573, 112.310293 
1.305000, 97.132218, 96.482823, 112.373576, 112.310294 
1.307500, 97.132212, 96.482821, 112.373579, 112.310296 
1.310000, 97.132207, 96.482820, 112.373582, 112.310297 
1.312500, 97.132201, 96.482818, 112.373585, 112.310298 
1.315000, 97.132196, 96.482816, 112.373588, 112.310300 
1.317500, 97.132190, 96.482815, 112.373591, 112.310301 
1.320000, 97.132184, 96.482813, 112.373594, 112.310302 
1.322500, 97.132179, 96.482812, 112.373598, 112.310304 
1.325000, 97.132173, 96.482810, 112.373601, 112.310305 
1.327500, 97.132168, 96.482809, 112.373604, 112.310306 
1.330000, 97.132162, 96.482807, 112.373607, 112.310308 
1.332500, 97.132157, 96.482806, 112.373610, 112.310309 
1.335000, 97.132151, 96.482804, 112.373613, 112.310311 
1.337500, 97.132146, 96.482803, 112.373617, 112.310312 
1.340000, 97.132140, 96.482801, 112.373620, 112.310314 
1.342500, 97.132135, 96.482800, 112.373623, 112.310315 
1.345000, 97.132129, 96.482798, 112.373626, 112.310317 
1.347500, 97.132124, 96.482797, 112.373630, 112.310318 
1.350000, 97.132118, 96.482795, 112.373633, 112.310320 
1.352500, 97.132113, 96.482794, 112.373636, 112.310321 
1.355000, 97.132108, 96.482792, 112.373639, 112.310323 
1.357500, 97.132102, 96.482791, 112.373643, 112.310324 
1.360000, 97.132097, 96.482789, 112.373646, 112.310326 
1.362500, 97.132091, 96.482788, 112.373649, 112.310327 
1.365000, 97.132086, 96.482786, 112.373652, 112.310329 
1.367500, 97.132080, 96.482785, 112.373656, 112.310330 
1.370000, 97.132075, 96.482783, 112.373659, 112.310332 
1.372500, 97.132070, 96.482782, 112.373662, 112.310334 
1.375000, 97.132064, 96.482781, 112.373666, 112.310335 
1.377500, 97.132059, 96.482779, 112.373669, 112.310337 
1.380000, 97.132053, 96.482778, 112.373672, 112.310338 
1.382500, 97.132048, 96.482776, 112.373675, 112.310340 
1.385000, 97.132043, 96.482775, 112.373679, 112.310342 
1.387500, 97.132037, 96.482774, 112.373682, 112.310343 
1.390000, 97.132032, 96.482772, 112.373685, 112.310345 
1.392500, 97.132027, 96.482771, 112.373689, 112.310347 
1.395000, 97.132021, 96.482769, 112.373692, 112.310348 
1.397500, 97.132016, 96.482768, 112.373695, 112.310350 
1.400000, 97.132010, 96.482767, 112.373699, 112.310352 
1.402500, 97.132005, 96.482765, 112.373702, 112.310353 
1.405000, 97.132000, 96.482764, 112.373706, 112.310355 
1.407500, 97.131994, 96.482763, 112.373709, 112.310357 
1.410000, 97.131989, 96.482761, 112.373712, 112.310359 
1.412500, 97.131984, 96.482760, 112.373716, 112.310360 
1.415000, 97.131978, 96.482759, 112.373719, 112.310362 
1.417500, 97.131973, 96.482757, 112.373722, 112.310364 
1.420000, 97.131968, 96.482756, 112.373726, 112.310366 
1.422500, 97.131963, 96.482755, 112.373729, 112.310367 
1.425000, 97.131957, 96.482753, 112.373733, 112.310369 
1.427500, 97.131952, 96.482752, 112.373736, 112.310371 
1.430000, 97.131947, 96.482751, 112.373739, 112.310373 
1.432500, 97.131941, 96.482749, 112.373743, 112.310374 
1.435000, 97.131936, 96.482748, 112.373746, 112.310376 
1.437500, 97.131931, 96.482747, 112.373750, 112.310378 
1.440000, 97.131926, 96.482746, 112.373753, 112.310380 
1.442500, 97.131920, 96.482744, 112.373756, 112.310382 
1.445000, 97.131915, 96.482743, 112.373760, 112.310383 
1.447500, 97.131910, 96.482742, 112.373763, 112.310385 
1.450000, 97.131905, 96.482740, 112.373767, 112.310387 
1.452500, 97.131899, 96.482739, 112.373770, 112.310389 
1.455000, 97.131894, 96.482738, 112.373773, 112.310391 
1.457500, 97.131889, 96.482737, 112.373777, 112.310393 
1.460000, 97.131884, 96.482735, 112.373780, 112.310394 
1.462500, 97.131878, 96.482734, 112.373784, 112.310396 
1.465000, 97.131873, 96.482733, 112.373787, 112.310398 
1.467500, 97.131868, 96.482732, 112.373791, 112.310400 
1.470000, 97.131863, 96.482730, 112.373794, 112.310402 
1.472500, 97.131858, 96.482729, 112.373797, 112.310404 
1.475000, 97.131852, 96.482728, 112.373801, 112.310406 
1.477500, 97.131847, 96.482727, 112.373804, 112.310407 
1.480000, 97.131842, 96.482725, 112.373808, 112.310409 
1.482500, 97.131837, 96.482724, 112.373811, 112.310411 
1.485000, 97.131832, 96.482723, 112.373815, 112.310413 
1.487500, 97.131827, 96.482722, 112.373818, 112.310415 
1.490000, 97.131821, 96.482721, 112.373821, 112.310417 
1.492500, 97.131816, 96.482719, 112.373825, 112.310419 
1.495000, 97.131811, 96.482718, 112.373828, 112.310421 
1.497500, 97.131806, 96.482717, 112.373832, 112.310422 
1.500000, 97.131801, 96.482716, 112.373835, 112.310424 
1.502500, 96.801328, 96.151958, 111.956207, 111.893076 
1.505000, 96.142914, 95.492872, 111.129090, 111.066601 
1.507500, 95.252556, 94.605512, 110.284658, 110.222627 
1.510000, 93.778153, 93.133294, 108.990508, 108.927135 
1.512500, 92.313684, 91.670666, 107.526225, 107.463082 
1.515000, 90.870877, 90.229324, 106.084635, 106.021815 
1.517500, 89.458115, 88.817723, 104.662910, 104.600496 
1.520000, 88.076406, 87.436930, 103.260465, 103.198543 
1.522500, 86.723380, 86.084610, 101.877436, 101.816092 
1.525000, 85.397817, 84.759559, 100.513809, 100.453130 
1.527500, 84.100179, 83.462255, 99.169878, 99.109954 
1.530000, 82.831582, 82.193820, 97.846511, 97.787430 
1.532500, 81.593246, 80.955478, 96.545000, 96.486853 
1.535000, 80.386480, 79.748538, 95.266857, 95.209735 
1.537500, 79.212725, 78.574439, 94.013711, 93.957705 
1.540000, 78.073505, 77.434702, 92.787259, 92.732463 
1.542500, 76.970350, 76.330855, 91.589229, 91.535740 
1.545000, 75.904748, 75.264382, 90.421340, 90.369255 
1.547500, 74.878112, 74.236697, 89.285267, 89.234687 
1.550000, 73.891769, 73.249124, 88.182615, 88.133647 
1.552500, 72.946931, 72.302878, 87.114908, 87.067659 
1.555000, 72.044694, 71.399053, 86.083565, 86.038148 
1.557500, 71.186016, 70.538614, 85.089899, 85.046429 
1.560000, 70.371723, 69.722387, 84.135105, 84.093702 
1.562500, 69.602497, 68.951059, 83.220256, 83.181041 
1.565000, 68.878878, 68.225176, 82.346300, 82.309396 
1.567500, 68.201266, 67.545140, 81.514059, 81.479593 
1.570000, 67.569919, 66.911217, 80.724230, 80.692327 
1.572500, 66.984960, 66.323534, 79.977383, 79.948170 
1.575000, 66.446377, 65.782087, 79.273966, 79.247570 
1.577500, 65.954031, 65.286742, 78.614307, 78.590855 
1.580000, 65.507659, 64.837244, 77.998618, 77.978235 
1.582500, 65.106881, 64.433220, 77.426995, 77.409808 
1.585000, 64.751207, 64.074186, 76.899429, 76.885560 
1.587500, 64.436195, 64.342254, 76.421924, 76.410548 
1.590000, 64.163288, 64.097490, 75.980887, 75.968288 
1.592500, 63.936165, 63.905288, 75.580147, 75.563727 
1.595000, 63.752682, 63.754966, 75.222535, 75.200774 
1.597500, 63.608598, 63.641633, 74.908585, 74.880362 
1.600000, 63.502276, 63.564083, 74.637343, 74.601787 
1.602500, 63.433484, 63.522440, 74.407812, 74.364208 
1.605000, 63.409204, 63.522176, 74.627712, 74.588265 
1.607500, 63.420549, 63.557713, 74.493112, 74.447757 
1.610000, 63.465049, 63.625760, 74.397152, 74.343057 
1.612500, 63.542382, 63.725721, 74.335146, 74.271396 
1.615000, 63.652417, 63.857380, 74.306410, 74.232392 
1.617500, 63.794126, 64.019647, 74.310877, 74.226015 
1.620000, 63.966178, 64.211170, 74.348271, 74.252008 
1.622500, 64.167324, 64.430715, 74.418079, 74.309894 
1.625000, 64.396360, 64.677127, 74.519658, 74.399082 
1.627500, 64.652031, 64.949229, 74.652279, 74.518903 
1.630000, 64.933034, 65.245812, 74.815136, 74.668618 
1.632500, 65.238051, 65.565659, 75.007360, 74.847413 
1.635000, 65.565771, 65.907553, 75.228031, 75.054417 
1.637500, 65.914898, 66.270286, 75.476199, 75.288714 
1.640000, 66.284154, 66.652648, 75.750894, 75.549350 
1.642500, 66.672289, 67.053438, 76.051131, 75.835341 
1.645000, 67.078079, 67.471468, 76.375921, 76.145685 
1.647500, 67.500337, 67.905561, 76.724271, 76.479365 
1.650000, 67.937907, 68.354565, 77.095188, 76.835357 
1.652500, 68.389671, 68.817350, 77.487686, 77.212640 
1.655000, 68.854545, 69.292813, 77.900779, 77.610197 
1.657500, 69.331482, 69.779887, 78.333494, 78.027023 
1.660000, 69.819468, 70.277537, 78.784864, 78.462127 
1.662500, 70.773613, 70.779014, 79.256950, 78.918720 
1.665000, 71.337229, 71.286281, 79.738427, 79.384951 
1.667500, 71.911610, 71.802691, 80.233568, 79.864848 
1.670000, 72.485836, 72.326201, 80.743467, 80.359257 
1.672500, 73.057584, 72.854235, 81.267466, 80.867430 
1.675000, 73.627440, 73.386030, 81.804450, 81.388249 
1.677500, 74.196395, 73.921409, 82.353524, 81.920886 
1.680000, 74.764899, 74.459946, 82.913923, 82.464692 
1.682500, 75.333011, 75.001053, 83.484856, 83.019011 
1.685000, 75.900679, 75.544207, 84.065507, 83.583164 
1.687500, 76.467817, 76.088955, 84.655089, 84.156479 
1.690000, 77.034281, 76.634867, 85.252860, 84.738299 
1.692500, 77.599879, 77.181504, 85.858118, 85.327971 
1.695000, 78.164398, 77.728433, 86.470201, 85.924842 
1.697500, 78.727623, 78.275230, 87.088483, 86.528266 
1.700000, 79.289339, 78.821485, 87.712369, 87.137606 
1.702500, 79.849337, 79.366805, 88.341300, 87.752239 
1.705000, 80.407411, 79.910816, 88.974737, 88.371560 
1.707500, 80.963362, 80.453168, 89.612164, 88.994990 
1.710000, 81.516997, 80.993540, 90.253081, 89.621972 
1.712500, 82.068128, 81.531640, 90.897002, 90.251979 
1.715000, 82.616573, 82.067206, 91.543455, 90.884511 
1.717500, 83.162154, 82.600004, 92.191979, 91.519096 
1.720000, 83.704703, 83.129832, 92.842127, 92.155291 
1.722500, 84.244060, 83.656512, 93.493465, 92.792675 
1.725000, 84.780074, 84.179891, 94.145572, 93.430851 
1.727500, 85.312608, 84.699837, 94.798045, 94.069443 
1.730000, 85.841536, 85.216236, 95.450497, 94.708093 
1.732500, 86.366747, 85.728992, 96.102559, 95.346460 
1.735000, 87.627677, 86.238420, 96.762721, 95.988082 
1.737500, 88.196351, 86.755412, 98.228417, 96.610190 
1.740000, 88.784150, 87.272558, 98.936932, 97.228519 
1.742500, 89.363534, 87.788716, 99.631123, 97.846256 
1.745000, 89.926055, 88.297821, 100.307607, 98.463471 
1.747500, 90.464870, 89.508791, 100.973408, 99.083272 
1.750000, 90.981382, 90.079216, 101.611542, 99.688289 
1.752500, 91.499397, 90.653364, 102.219420, 101.036202 
