t, r_ref, qr_ref, r_act, qr_act, tau[0], tau[1]
1.030000, 0.353600, 1.570796, 0.332459, 1.571220, 19.603866, -21.781509
1.032500, 0.353600, 1.570796, 0.332459, 1.571220, 19.603949, -21.781458
1.035000, 0.353600, 1.570796, 0.332459, 1.571220, 19.604031, -21.781407
1.037500, 0.353600, 1.570796, 0.332459, 1.571220, 19.604113, -21.781356
1.040000, 0.353600, 1.570796, 0.332459, 1.571220, 19.604195, -21.781305
1.042500, 0.353600, 1.570796, 0.332459, 1.571220, 19.604277, -21.781254
1.045000, 0.353600, 1.570796, 0.332459, 1.571220, 19.604359, -21.781202
1.047500, 0.353600, 1.570796, 0.332459, 1.571220, 19.604440, -21.781151
1.050000, 0.353600, 1.570796, 0.332459, 1.571220, 19.604521, -21.781099
1.052500, 0.353600, 1.570796, 0.332459, 1.571220, 19.604602, -21.781047
1.055000, 0.353600, 1.570796, 0.332459, 1.571220, 19.604683, -21.780995
1.057500, 0.353600, 1.570796, 0.332459, 1.571220, 19.604763, -21.780944
1.060000, 0.353600, 1.570796, 0.332459, 1.571220, 19.604843, -21.780892
1.062500, 0.353600, 1.570796, 0.332459, 1.571220, 19.604923, -21.780840
1.065000, 0.353600, 1.570796, 0.332459, 1.571220, 19.605003, -21.780787
1.067500, 0.353600, 1.570796, 0.332459, 1.571220, 19.605082, -21.780735
1.070000, 0.353600, 1.570796, 0.332459, 1.571220, 19.605162, -21.780683
1.072500, 0.353600, 1.570796, 0.332459, 1.571220, 19.605241, -21.780630
1.075000, 0.353600, 1.570796, 0.332459, 1.571220, 19.605320, -21.780578
1.077500, 0.353600, 1.570796, 0.332459, 1.571220, 19.605398, -21.780525
1.080000, 0.353600, 1.570796, 0.332459, 1.571220, 19.605477, -21.780473
1.082500, 0.353600, 1.570796, 0.332459, 1.571220, 19.605555, -21.780420
1.085000, 0.353600, 1.570796, 0.332459, 1.571219, 19.605633, -21.780367
1.087500, 0.353600, 1.570796, 0.332459, 1.571219, 19.605711, -21.780315
1.090000, 0.353600, 1.570796, 0.332459, 1.571219, 19.605789, -21.780262
1.092500, 0.353600, 1.570796, 0.332459, 1.571219, 19.605866, -21.780209
1.095000, 0.353600, 1.570796, 0.332459, 1.571219, 19.605944, -21.780156
1.097500, 0.353600, 1.570796, 0.332459, 1.571219, 19.606021, -21.780103
1.100000, 0.353600, 1.570796, 0.332459, 1.571219, 19.606098, -21.780050
1.102500, 0.353600, 1.570796, 0.332459, 1.571219, 19.606175, -21.779996
1.105000, 0.353600, 1.570796, 0.332459, 1.571219, 19.606251, -21.779943
1.107500, 0.353600, 1.570796, 0.332459, 1.571219, 19.606328, -21.779890
1.110000, 0.353600, 1.570796, 0.332459, 1.571219, 19.606404, -21.779837
1.112500, 0.353600, 1.570796, 0.332459, 1.571219, 19.606480, -21.779783
1.115000, 0.353600, 1.570796, 0.332459, 1.571219, 19.606556, -21.779730
1.117500, 0.353600, 1.570796, 0.332459, 1.571219, 19.606632, -21.779676
1.120000, 0.353600, 1.570796, 0.332459, 1.571219, 19.606707, -21.779623
1.122500, 0.353600, 1.570796, 0.332459, 1.571219, 19.606783, -21.779569
1.125000, 0.353600, 1.570796, 0.332459, 1.571219, 19.606858, -21.779515
1.127500, 0.353600, 1.570796, 0.332459, 1.571219, 19.606933, -21.779462
1.130000, 0.353600, 1.570796, 0.332459, 1.571219, 19.607008, -21.779408
1.132500, 0.353600, 1.570796, 0.332459, 1.571219, 19.607083, -21.779354
1.135000, 0.353600, 1.570796, 0.332459, 1.571219, 19.607158, -21.779300
1.137500, 0.353600, 1.570796, 0.332459, 1.571219, 19.607232, -21.779247
1.140000, 0.353600, 1.570796, 0.332459, 1.571219, 19.607307, -21.779193
1.142500, 0.353600, 1.570796, 0.332459, 1.571219, 19.607381, -21.779139
1.145000, 0.353600, 1.570796, 0.332459, 1.571219, 19.607455, -21.779085
1.147500, 0.353600, 1.570796, 0.332459, 1.571219, 19.607529, -21.779031
1.150000, 0.353600, 1.570796, 0.332459, 1.571219, 19.607602, -21.778977
1.152500, 0.353600, 1.570796, 0.332458, 1.571219, 19.607676, -21.778923
1.155000, 0.353600, 1.570796, 0.332458, 1.571219, 19.607750, -21.778869
1.157500, 0.353600, 1.570796, 0.332458, 1.571219, 19.607823, -21.778814
1.160000, 0.353600, 1.570796, 0.332458, 1.571219, 19.607896, -21.778760
1.162500, 0.353600, 1.570796, 0.332458, 1.571219, 19.607969, -21.778706
1.165000, 0.353600, 1.570796, 0.332458, 1.571219, 19.608042, -21.778652
1.167500, 0.353600, 1.570796, 0.332458, 1.571219, 19.608115, -21.778598
1.170000, 0.353600, 1.570796, 0.332458, 1.571219, 19.608188, -21.778543
1.172500, 0.353600, 1.570796, 0.332458, 1.571219, 19.608260, -21.778489
1.175000, 0.353600, 1.570796, 0.332458, 1.571219, 19.608332, -21.778435
1.177500, 0.353600, 1.570796, 0.332458, 1.571219, 19.608405, -21.778380
1.180000, 0.353600, 1.570796, 0.332458, 1.571219, 19.608477, -21.778326
1.182500, 0.353600, 1.570796, 0.332458, 1.571218, 19.608549, -21.778272
1.185000, 0.353600, 1.570796, 0.332458, 1.571218, 19.608621, -21.778217
1.187500, 0.353600, 1.570796, 0.332458, 1.571218, 19.608693, -21.778163
1.190000, 0.353600, 1.570796, 0.332458, 1.571218, 19.608764, -21.778108
1.192500, 0.353600, 1.570796, 0.332458, 1.571218, 19.608836, -21.778054
1.195000, 0.353600, 1.570796, 0.332458, 1.571218, 19.608907, -21.777999
1.197500, 0.353600, 1.570796, 0.332458, 1.571218, 19.608978, -21.777945
1.200000, 0.353600, 1.570796, 0.332458, 1.571218, 19.609050, -21.777890
1.202500, 0.353600, 1.570796, 0.332458, 1.571218, 19.609121, -21.777836
1.205000, 0.353600, 1.570796, 0.332458, 1.571218, 19.609192, -21.777781
1.207500, 0.353600, 1.570796, 0.332458, 1.571218, 19.609262, -21.777726
1.210000, 0.353600, 1.570796, 0.332458, 1.571218, 19.609333, -21.777672
1.212500, 0.353600, 1.570796, 0.332458, 1.571218, 19.609404, -21.777617
1.215000, 0.353600, 1.570796, 0.332458, 1.571218, 19.609474, -21.777562
1.217500, 0.353600, 1.570796, 0.332458, 1.571218, 19.609545, -21.777508
1.220000, 0.353600, 1.570796, 0.332458, 1.571218, 19.609615, -21.777453
1.222500, 0.353600, 1.570796, 0.332458, 1.571218, 19.609685, -21.777398
1.225000, 0.353600, 1.570796, 0.332458, 1.571218, 19.609755, -21.777344
1.227500, 0.353600, 1.570796, 0.332458, 1.571218, 19.609825, -21.777289
1.230000, 0.353600, 1.570796, 0.332458, 1.571218, 19.609895, -21.777234
1.232500, 0.353600, 1.570796, 0.332458, 1.571218, 19.609965, -21.777180
1.235000, 0.353600, 1.570796, 0.332458, 1.571218, 19.610034, -21.777125
1.237500, 0.353600, 1.570796, 0.332458, 1.571218, 19.610104, -21.777070
1.240000, 0.353600, 1.570796, 0.332458, 1.571218, 19.610173, -21.777015
1.242500, 0.353600, 1.570796, 0.332458, 1.571218, 19.610243, -21.776961
1.245000, 0.353600, 1.570796, 0.332458, 1.571218, 19.610312, -21.776906
1.247500, 0.353600, 1.570796, 0.332458, 1.571218, 19.610381, -21.776851
1.250000, 0.353600, 1.570796, 0.332458, 1.571218, 19.610450, -21.776796
1.252500, 0.353600, 1.570796, 0.332458, 1.571218, 19.610519, -21.776742
1.255000, 0.353600, 1.570796, 0.332458, 1.571218, 19.610588, -21.776687
1.257500, 0.353600, 1.570796, 0.332458, 1.571218, 19.610657, -21.776632
1.260000, 0.353600, 1.570796, 0.332458, 1.571218, 19.610725, -21.776577
1.262500, 0.353600, 1.570796, 0.332458, 1.571218, 19.610794, -21.776522
1.265000, 0.353600, 1.570796, 0.332458, 1.571218, 19.610863, -21.776468
1.267500, 0.353600, 1.570796, 0.332458, 1.571218, 19.610931, -21.776413
1.270000, 0.353600, 1.570796, 0.332458, 1.571218, 19.610999, -21.776358
1.272500, 0.353600, 1.570796, 0.332458, 1.571218, 19.611067, -21.776303
1.275000, 0.353600, 1.570796, 0.332458, 1.571218, 19.611136, -21.776248
1.277500, 0.353600, 1.570796, 0.332458, 1.571218, 19.611204, -21.776194
1.280000, 0.353600, 1.570796, 0.332458, 1.571218, 19.611272, -21.776139
1.282500, 0.353600, 1.570796, 0.332458, 1.571218, 19.611339, -21.776084
1.285000, 0.353600, 1.570796, 0.332458, 1.571217, 19.611407, -21.776029
1.287500, 0.353600, 1.570796, 0.332458, 1.571217, 19.611475, -21.775975
1.290000, 0.353600, 1.570796, 0.332458, 1.571217, 19.611543, -21.775920
1.292500, 0.353600, 1.570796, 0.332458, 1.571217, 19.611610, -21.775865
1.295000, 0.353600, 1.570796, 0.332458, 1.571217, 19.611677, -21.775810
1.297500, 0.353600, 1.570796, 0.332458, 1.571217, 19.611745, -21.775755
1.300000, 0.353600, 1.570796, 0.332458, 1.571217, 19.611812, -21.775701
1.302500, 0.353600, 1.570796, 0.332458, 1.571217, 19.611879, -21.775646
1.305000, 0.353600, 1.570796, 0.332458, 1.571217, 19.611946, -21.775591
1.307500, 0.353600, 1.570796, 0.332458, 1.571217, 19.612013, -21.775536
1.310000, 0.353600, 1.570796, 0.332458, 1.571217, 19.612080, -21.775482
1.312500, 0.353600, 1.570796, 0.332458, 1.571217, 19.612147, -21.775427
1.315000, 0.353600, 1.570796, 0.332458, 1.571217, 19.612214, -21.775372
1.317500, 0.353600, 1.570796, 0.332458, 1.571217, 19.612281, -21.775317
1.320000, 0.353600, 1.570796, 0.332458, 1.571217, 19.612347, -21.775263
1.322500, 0.353600, 1.570796, 0.332458, 1.571217, 19.612414, -21.775208
1.325000, 0.353600, 1.570796, 0.332458, 1.571217, 19.612480, -21.775153
1.327500, 0.353600, 1.570796, 0.332458, 1.571217, 19.612547, -21.775099
1.330000, 0.353600, 1.570796, 0.332458, 1.571217, 19.612613, -21.775044
1.332500, 0.353600, 1.570796, 0.332458, 1.571217, 19.612679, -21.774989
1.335000, 0.353600, 1.570796, 0.332458, 1.571217, 19.612746, -21.774935
1.337500, 0.353600, 1.570796, 0.332458, 1.571217, 19.612812, -21.774880
1.340000, 0.353600, 1.570796, 0.332458, 1.571217, 19.612878, -21.774825
1.342500, 0.353600, 1.570796, 0.332458, 1.571217, 19.612944, -21.774771
1.345000, 0.353600, 1.570796, 0.332458, 1.571217, 19.613010, -21.774716
1.347500, 0.353600, 1.570796, 0.332458, 1.571217, 19.613075, -21.774661
1.350000, 0.353600, 1.570796, 0.332458, 1.571217, 19.613141, -21.774607
1.352500, 0.353600, 1.570796, 0.332458, 1.571217, 19.613207, -21.774552
1.355000, 0.353600, 1.570796, 0.332458, 1.571217, 19.613272, -21.774497
1.357500, 0.353600, 1.570796, 0.332458, 1.571217, 19.613338, -21.774443
1.360000, 0.353600, 1.570796, 0.332458, 1.571217, 19.613403, -21.774388
1.362500, 0.353600, 1.570796, 0.332458, 1.571217, 19.613469, -21.774334
1.365000, 0.353600, 1.570796, 0.332458, 1.571217, 19.613534, -21.774279
1.367500, 0.353600, 1.570796, 0.332458, 1.571217, 19.613599, -21.774225
1.370000, 0.353600, 1.570796, 0.332458, 1.571217, 19.613665, -21.774170
1.372500, 0.353600, 1.570796, 0.332458, 1.571217, 19.613730, -21.774116
1.375000, 0.353600, 1.570796, 0.332458, 1.571217, 19.613795, -21.774061
1.377500, 0.353600, 1.570796, 0.332458, 1.571217, 19.613860, -21.774007
1.380000, 0.353600, 1.570796, 0.332458, 1.571217, 19.613925, -21.773952
1.382500, 0.353600, 1.570796, 0.332458, 1.571217, 19.613989, -21.773898
1.385000, 0.353600, 1.570796, 0.332458, 1.571217, 19.614054, -21.773843
1.387500, 0.353600, 1.570796, 0.332458, 1.571217, 19.614119, -21.773789
1.390000, 0.353600, 1.570796, 0.332458, 1.571216, 19.614184, -21.773735
1.392500, 0.353600, 1.570796, 0.332458, 1.571216, 19.614248, -21.773680
1.395000, 0.353600, 1.570796, 0.332458, 1.571216, 19.614313, -21.773626
1.397500, 0.353600, 1.570796, 0.332458, 1.571216, 19.614377, -21.773571
1.400000, 0.353600, 1.570796, 0.332458, 1.571216, 19.614442, -21.773517
1.402500, 0.353600, 1.570796, 0.332458, 1.571216, 19.614506, -21.773463
1.405000, 0.353600, 1.570796, 0.332458, 1.571216, 19.614570, -21.773408
1.407500, 0.353600, 1.570796, 0.332458, 1.571216, 19.614634, -21.773354
1.410000, 0.353600, 1.570796, 0.332458, 1.571216, 19.614699, -21.773300
1.412500, 0.353600, 1.570796, 0.332458, 1.571216, 19.614763, -21.773246
1.415000, 0.353600, 1.570796, 0.332458, 1.571216, 19.614827, -21.773191
1.417500, 0.353600, 1.570796, 0.332458, 1.571216, 19.614891, -21.773137
1.420000, 0.353600, 1.570796, 0.332458, 1.571216, 19.614955, -21.773083
1.422500, 0.353600, 1.570796, 0.332458, 1.571216, 19.615018, -21.773029
1.425000, 0.353600, 1.570796, 0.332458, 1.571216, 19.615082, -21.772974
1.427500, 0.353600, 1.570796, 0.332457, 1.571216, 19.615146, -21.772920
1.430000, 0.353600, 1.570796, 0.332457, 1.571216, 19.615210, -21.772866
1.432500, 0.353600, 1.570796, 0.332457, 1.571216, 19.615273, -21.772812
1.435000, 0.353600, 1.570796, 0.332457, 1.571216, 19.615337, -21.772758
1.437500, 0.353600, 1.570796, 0.332457, 1.571216, 19.615400, -21.772704
1.440000, 0.353600, 1.570796, 0.332457, 1.571216, 19.615464, -21.772650
1.442500, 0.353600, 1.570796, 0.332457, 1.571216, 19.615527, -21.772596
1.445000, 0.353600, 1.570796, 0.332457, 1.571216, 19.615590, -21.772542
1.447500, 0.353600, 1.570796, 0.332457, 1.571216, 19.615654, -21.772488
1.450000, 0.353600, 1.570796, 0.332457, 1.571216, 19.615717, -21.772434
1.452500, 0.353600, 1.570796, 0.332457, 1.571216, 19.615780, -21.772380
1.455000, 0.353600, 1.570796, 0.332457, 1.571216, 19.615843, -21.772326
1.457500, 0.353600, 1.570796, 0.332457, 1.571216, 19.615906, -21.772272
1.460000, 0.353600, 1.570796, 0.332457, 1.571216, 19.615969, -21.772218
1.462500, 0.353600, 1.570796, 0.332457, 1.571216, 19.616032, -21.772164
1.465000, 0.353600, 1.570796, 0.332457, 1.571216, 19.616095, -21.772110
1.467500, 0.353600, 1.570796, 0.332457, 1.571216, 19.616157, -21.772056
1.470000, 0.353600, 1.570796, 0.332457, 1.571216, 19.616220, -21.772002
1.472500, 0.353600, 1.570796, 0.332457, 1.571216, 19.616283, -21.771948
1.475000, 0.353600, 1.570796, 0.332457, 1.571216, 19.616345, -21.771895
1.477500, 0.353600, 1.570796, 0.332457, 1.571216, 19.616408, -21.771841
1.480000, 0.353600, 1.570796, 0.332457, 1.571216, 19.616471, -21.771787
1.482500, 0.353600, 1.570796, 0.332457, 1.571216, 19.616533, -21.771733
1.485000, 0.353600, 1.570796, 0.332457, 1.571216, 19.616595, -21.771680
1.487500, 0.353600, 1.570796, 0.332457, 1.571216, 19.616658, -21.771626
1.490000, 0.353600, 1.570796, 0.332457, 1.571216, 19.616720, -21.771572
1.492500, 0.353600, 1.570796, 0.332457, 1.571216, 19.616782, -21.771518
1.495000, 0.353600, 1.570796, 0.332457, 1.571216, 19.616845, -21.771465
1.497500, 0.353600, 1.570796, 0.332457, 1.571216, 19.616907, -21.771411
1.500000, 0.353600, 1.570796, 0.332457, 1.571215, 19.616969, -21.771358
1.502500, 0.353591, 1.570796, 0.332457, 1.571215, 19.482192, -21.639175
1.505000, 0.353562, 1.570796, 0.332457, 1.571216, 19.204665, -21.388472
1.507500, 0.353515, 1.570796, 0.332456, 1.571217, 18.875646, -21.125329
1.510000, 0.353448, 1.570796, 0.332453, 1.571220, 18.521661, -20.865071
1.512500, 0.353363, 1.570796, 0.332447, 1.571222, 18.187517, -20.583434
1.515000, 0.353259, 1.570796, 0.332438, 1.571225, 17.879357, -20.280215
1.517500, 0.353136, 1.570796, 0.332424, 1.571228, 17.574337, -19.975140
1.520000, 0.352994, 1.570796, 0.332404, 1.571230, 17.263971, -19.675235
1.522500, 0.352834, 1.570796, 0.332377, 1.571232, 16.951285, -19.377927
1.525000, 0.352654, 1.570796, 0.332343, 1.571235, 16.639278, -19.080869
1.527500, 0.352456, 1.570796, 0.332301, 1.571238, 16.328293, -18.784152
1.530000, 0.352240, 1.570796, 0.332249, 1.571240, 16.017985, -18.488593
1.532500, 0.352004, 1.570796, 0.332188, 1.571243, 15.708497, -18.194699
1.535000, 0.351750, 1.570796, 0.332117, 1.571245, 15.400318, -17.902761
1.537500, 0.351478, 1.570796, 0.332035, 1.571248, 15.093946, -17.613107
1.540000, 0.351187, 1.570796, 0.331941, 1.571251, 14.789816, -17.326145
1.542500, 0.350878, 1.570796, 0.331836, 1.571253, 14.488352, -17.042311
1.545000, 0.350551, 1.570796, 0.331717, 1.571256, 14.189988, -16.762028
1.547500, 0.350205, 1.570796, 0.331585, 1.571259, 13.895160, -16.485711
1.550000, 0.349841, 1.570796, 0.331440, 1.571262, 13.604295, -16.213763
1.552500, 0.349459, 1.570796, 0.331280, 1.571265, 13.317802, -15.946582
1.555000, 0.349060, 1.570796, 0.331105, 1.571268, 13.036075, -15.684548
1.557500, 0.348642, 1.570796, 0.330915, 1.571271, 12.759487, -15.428027
1.560000, 0.348207, 1.570796, 0.330709, 1.571274, 12.488395, -15.177364
1.562500, 0.347754, 1.570796, 0.330486, 1.571277, 12.223135, -14.932887
1.565000, 0.347284, 1.570796, 0.330247, 1.571281, 11.964017, -14.694905
1.567500, 0.346796, 1.570796, 0.329991, 1.571284, 11.711335, -14.463702
1.570000, 0.346291, 1.570796, 0.329718, 1.571287, 11.465356, -14.239546
1.572500, 0.345769, 1.570796, 0.329426, 1.571291, 11.226327, -14.022681
1.575000, 0.345229, 1.570796, 0.329117, 1.571294, 10.994473, -13.813331
1.577500, 0.344673, 1.570796, 0.328789, 1.571298, 10.769994, -13.611698
1.580000, 0.344100, 1.570796, 0.328442, 1.571301, 10.553073, -13.417963
1.582500, 0.343511, 1.570796, 0.328076, 1.571305, 10.343868, -13.232288
1.585000, 0.342905, 1.570796, 0.327691, 1.571308, 10.142518, -13.054814
1.587500, 0.342283, 1.570796, 0.327286, 1.571312, 9.952401, -12.882509
1.590000, 0.341644, 1.570796, 0.326861, 1.571315, 9.789869, -12.699188
1.592500, 0.340990, 1.570796, 0.326417, 1.571318, 9.628678, -12.529064
1.595000, 0.340320, 1.570796, 0.325952, 1.571321, 9.464732, -12.376699
1.597500, 0.339634, 1.570796, 0.325468, 1.571324, 9.306057, -12.235532
1.600000, 0.338933, 1.570796, 0.324963, 1.571326, 9.155686, -12.103051
1.602500, 0.338216, 1.570796, 0.324437, 1.571329, 9.012730, -11.980028
1.605000, 0.337484, 1.570796, 0.323891, 1.571332, 8.874674, -11.873176
1.607500, 0.336737, 1.570796, 0.323324, 1.571336, 8.743958, -11.778270
1.610000, 0.335975, 1.570796, 0.322737, 1.571339, 8.624693, -11.688030
1.612500, 0.335199, 1.570796, 0.322128, 1.571343, 8.514467, -11.603985
1.615000, 0.334409, 1.570796, 0.321499, 1.571347, 8.410937, -11.528190
1.617500, 0.333604, 1.570796, 0.320849, 1.571350, 8.314060, -11.460771
1.620000, 0.332785, 1.570796, 0.320179, 1.571354, 8.224512, -11.401192
1.622500, 0.331952, 1.570796, 0.319488, 1.571358, 8.142588, -11.349196
1.625000, 0.331106, 1.570796, 0.318776, 1.571363, 8.068264, -11.304759
1.627500, 0.330246, 1.570796, 0.318045, 1.571367, 8.001483, -11.267850
1.630000, 0.329373, 1.570796, 0.317293, 1.571371, 7.942220, -11.238385
1.632500, 0.328487, 1.570796, 0.316520, 1.571375, 7.890430, -11.216266
1.635000, 0.327589, 1.570796, 0.315728, 1.571380, 7.846034, -11.201405
1.637500, 0.326678, 1.570796, 0.314916, 1.571384, 7.808919, -11.193717
1.640000, 0.325754, 1.570796, 0.314085, 1.571389, 7.778957, -11.193115
1.642500, 0.324819, 1.570796, 0.313233, 1.571394, 7.756009, -11.199503
1.645000, 0.323871, 1.570796, 0.312363, 1.571398, 7.739924, -11.212779
1.647500, 0.322912, 1.570796, 0.311473, 1.571403, 7.730545, -11.232837
1.650000, 0.321942, 1.570796, 0.310564, 1.571408, 7.727710, -11.259561
1.652500, 0.320960, 1.570796, 0.309636, 1.571413, 7.731255, -11.292830
1.655000, 0.319968, 1.570796, 0.308690, 1.571417, 7.741014, -11.332516
1.657500, 0.318965, 1.570796, 0.307725, 1.571422, 7.756826, -11.378484
1.660000, 0.317952, 1.570796, 0.306743, 1.571427, 7.778527, -11.430594
1.662500, 0.316928, 1.570796, 0.305742, 1.571432, 7.810494, -11.484498
1.665000, 0.315894, 1.570796, 0.304724, 1.571437, 7.854696, -11.537754
1.667500, 0.314851, 1.570796, 0.303688, 1.571441, 7.896602, -11.603216
1.670000, 0.313799, 1.570796, 0.302636, 1.571446, 7.938836, -11.678479
1.672500, 0.312737, 1.570796, 0.301566, 1.571451, 7.986414, -11.758902
1.675000, 0.311666, 1.570796, 0.300480, 1.571456, 8.039875, -11.843723
1.677500, 0.310587, 1.570796, 0.299378, 1.571461, 8.098102, -11.933640
1.680000, 0.309500, 1.570796, 0.298260, 1.571466, 8.160667, -12.028765
1.682500, 0.308404, 1.570796, 0.297127, 1.571471, 8.227679, -12.128750
1.685000, 0.307301, 1.570796, 0.295978, 1.571476, 8.299175, -12.233312
1.687500, 0.306190, 1.570796, 0.294814, 1.571481, 8.375020, -12.342319
1.690000, 0.305072, 1.570796, 0.293635, 1.571486, 8.455049, -12.455669
1.692500, 0.303947, 1.570796, 0.292442, 1.571491, 8.539116, -12.573236
1.695000, 0.302815, 1.570796, 0.291235, 1.571497, 8.627086, -12.694885
1.697500, 0.301677, 1.570796, 0.290014, 1.571502, 8.718816, -12.820485
1.700000, 0.300533, 1.570796, 0.288779, 1.571508, 8.814161, -12.949906
1.702500, 0.299382, 1.570796, 0.287531, 1.571513, 8.912976, -13.083017
1.705000, 0.298227, 1.570796, 0.286271, 1.571519, 9.015126, -13.219681
1.707500, 0.297065, 1.570796, 0.284998, 1.571524, 9.120478, -13.359763
1.710000, 0.295899, 1.570796, 0.283713, 1.571530, 9.228905, -13.503124
1.712500, 0.294729, 1.570796, 0.282416, 1.571535, 9.340286, -13.649629
1.715000, 0.293553, 1.570796, 0.281107, 1.571541, 9.454507, -13.799140
1.717500, 0.292374, 1.570796, 0.279788, 1.571547, 9.571456, -13.951525
1.720000, 0.291191, 1.570796, 0.278457, 1.571553, 9.691029, -14.106651
1.722500, 0.290004, 1.570796, 0.277116, 1.571558, 9.813122, -14.264392
1.725000, 0.288814, 1.570796, 0.275765, 1.571564, 9.937637, -14.424622
1.727500, 0.287621, 1.570796, 0.274404, 1.571570, 10.064478, -14.587219
1.730000, 0.286426, 1.570796, 0.273034, 1.571576, 10.193549, -14.752065
1.732500, 0.285228, 1.570796, 0.271654, 1.571582, 10.324757, -14.919045
1.735000, 0.284028, 1.570796, 0.270266, 1.571588, 10.458077, -15.087990
1.737500, 0.282826, 1.570796, 0.268869, 1.571594, 10.594771, -15.255851
1.740000, 0.281622, 1.570796, 0.267464, 1.571600, 10.722415, -15.433548
1.742500, 0.280418, 1.570796, 0.266051, 1.571607, 10.842942, -15.620282
1.745000, 0.279212, 1.570796, 0.264632, 1.571613, 10.969930, -15.803897
1.747500, 0.278006, 1.570796, 0.263205, 1.571620, 11.114969, -15.973309
1.750000, 0.276800, 1.570796, 0.261772, 1.571626, 11.276101, -16.129343
1.752500, 0.275594, 1.570796, 0.260332, 1.571632, 11.436898, -16.302871
